researchlogid	government	researchlogtype	researchlogdate	researchlogvolumefrom	researchlogfrom	researchlogvolumeto	researchlogto	researchlogismissing	researchlognotes	researchlogdisposition	event
1803	4348	83	2010-08-07					f	"Those thirty (30) ordinances and resolutions referenced in Table D (Annexation and Detachment of Territory) of the codification of ordinances for the City of Johnstown. Please see page 2 for a list of the ordinances and resolutions included as part of this request." List on page 2 includes: Six (6) classified as "Gen. Ord.": 105, dated 3/24/1898; 107, dated 3/21/1899; 109, dated 6/6/1900; 110, dated 8/31/1900; 111, dated 11/27/1900; 114, dated 3/26/1901. Five (5) classified as resolutions: unnum., dated 12/18/1890; unnum., dated 9/23/1902; 854, dated 11/16/1920; 3201, dated 3/13/1945; 7147, dated 2/27/1973. Six (6) classified as "Sp. Ord.": 16, dated 7/16/1890; 391, dated 10/19/1897; 656, dated 4/3/1905; 697, dated 1/16/1906; 775, dated 7/29/1907; 904, dated 5/26/1910. And the remaining thirteen (13) classified as ordinances: 598, dated 6/11/1918; 667, dated 1/11/1919; 698, dated 3/4/1919; 2070, dated 10/2/1934; 2355, dated 7/1/1941; 2530, dated 3/20/1945; 3234, dated 3/12/1957; 3322, dated 11/25/1958; 3371, dated 11/10/1959; 3391, dated 12/29/1959; 3551, dated 2/5/1963; 3819, dated 4/8/1969; 3968, dated 3/13/1973. Request narrowed to the 3 resolutions and 10 ordinances enacted in or after 1920 on September 2, 2010.		\N
1804	4199	82	2015-10-20					f	"The following five (5) ordinances of the Borough of Hastings, relating to annexation of territory: 173, approved 4-Apr-1957; 206?, approved 2-Jun-1966; 206?, approved 3-Nov-1966; Unknown No., enacted 9-Jul-1969; & 238, enacted 18-Feb-1970."		\N
1806	4006	83	2015-02-15					f	"Ordinance 279, dated April 4, 1957, being the only ordinance in Appendix A (Annexation of Territory) of the codification of ordinances of the Borough of Ferndale. ALSO, the following four (4) ordinances, which are or may be related to annexation of territory, which are referenced in Appendix D (Governmental and Intergovernmental Affairs) of the said code: Ordinance 80, dated September 27, 1916; Ordinance 145, enacted circa 1928; Ordinance 149, dated December 7, 1928; & Ordinance 286, dated November 3, 1958."		\N
1807	3914	83	2010-07-29					f	"All those seven (7) enactments referenced in Appendix A (Annexation of Territory) of the codification of ordinances for The Borough of Ebensburg, namely: Ord. 177, dated 6/26/1950; Ord. 273, dated 10/28/1963; Ord. 292, dated 7/25/1966; Ord. 294, dated 12/5/1966; Ord. 306, dated 11/25/1968; Ord. 310, dated 4/28/1968; & an unnumbered resolution dated 9/26/1977."		\N
1809	3858	90	2016-03-23		1874		1972	f	Analysis of all ordinances		\N
1810	3858	82	2015-10-21					f	"Ordinance of the Borough of East Conemaugh, enacted on or about May 8, 1929, relating to annexation of territory."		\N
1811	3736	82	2015-10-20					f	"Two (2) ordinances of the Borough of Cresson: 1. Concerning annexation of territory, enacted and approved 13-Feb-1939 (No. 112); and 2. Concerning a proposed consolidation with the Borough of Sankertown, enacted circa 1950."		\N
1812	3554	82	2015-10-20					f	"Ordinance of the Borough of Carrolltown enacted and approved on or about August 2, 1921, relating to annexation of territory."		\N
1813	3314	82	2015-10-20					f	"Ordinance 55 of the Borough of Ashville, enacted circa 1964, relating to annexation of territory."		\N
1814	3251	81	2014-04-10					f	"1. Petition filed circa 2013 for the ascertainment of the municipal boundary between the Townships of Adams and Richland, Cambria County. 2. Order entered in 2013 or 2014 for the appointment of commissioners to ascertain the municipal boundary between the Townships of Adams and Richland, Cambria County."		\N
1815	5885	83	2010-07-18					f	"All those eleven (11) ordinances listed in Appendix A (Annexation of Territory) of the codification of ordinances for The Borough of Zelienople, namely: 102, dated 05/16/1918; 151, dated 02/10/1930; 208, dated 01/08/1946; 215, dated 07/08/1947; 229, dated 09/15/1949; 254, dated 02/10/1953; 283, dated 02/12/1958; 425, dated 09/10/1962; 434, dated 09/17/1964; 470, dated 04/01/1968; & 471, dated 05/29/1968. ALSO, the following two (2) enactments listed in Appendix D (Governmental and Intergovernmental Affairs) of the same code: Ord. 169, dated 5/15/1940; & a res. dated 01/08/1962 concerning the Passavant property."		\N
1816	5751	20	2016-03-16					f			\N
1817	5446	21	2016-03-16					f			\N
1818	5304	21	2016-03-16					f			\N
1820	5302	79	2012-02-06					f	"*Ordinance, enacted 2-Apr-1963, relating to annexation of territory. *ALSO: any ordinances, copies of petitions to the Board of Elections, or election returns that are on file with the Borough relating to the annexation initiative decided at the election held May 15, 1979 (if none of those three types of documents are on file, then also any resolutions regarding the same)."		\N
1821	5302	63	2016-03-14	1977-1980, p. 148 (1978-12-05)	1978	1977-1980, p. 243 (1979-12-04)	1979	f	No mention found of annexation.		\N
1822	132649	79	2015-04-26					f	"Any copies of petitions to the Board of Elections (excepting pages wholly consisting of signatures), election returns, legal/deed descriptions (or maps/plans/surveys if no legal/deed descriptions are on file) that are on file with the School District relating to an initiative to annex land from Slippery Rock Township to the Borough of Slippery Rock by referendum of May 15, 1979, believed to consist of approximately 9 acres now or formerly used as an elementary school or owned by the School District, possibly as successor in interest to Western Butler County School Authority of Butler County, Pennsylvania."		\N
1823	5302	100	2016-03-14	1972-1998	1972	1972-1998	1998	f	No mention found of annexation.		\N
1825	5302	82	2016-03-02					f	"Records listed on Page 2 of the Request. 1. Minutes of the Borough Council of the Borough of Slippery Rock for the years 1978-1980. 2. If maintained separately from the above, minutes of the Planning Commission of the Borough of Slippery Rock for the years 1978-1980. 3. Resolution books of the Borough of Slippery Rock for the years 1978-1980. 4. Ordinance books of the Borough of Slippery Rock, formerly Centreville, for the years 1841-1980. 5. If maintained separately from the above, any indexes to or chronological lists of ordinances enacted by the Borough of Slippery Rock, formerly Centreville, covering any portion of the years 1841-1980, including, but not limited to, the appendices and key to ordinances in the '1983 Code.'"		\N
1826	5302	76	2015-07-01	Allied News, 1979-02-01	1979	Allied News, 1979-06-04	1979	f	This is a weekly paper. Nothing found regarding the Slippery Rock annexation, although I found an article regarding a challenge to a liquor referendum for the borough. No election results in general.		\N
1828	132649	63	2016-03-14	1977-1979, p. 202 (1978-07-10)	1978	1979-1981, p. 139 (1979-12-17)	1979	f	Found one mention, but nothing regarding the outcome of the filing of the petition or the referendum.		\N
1829	5302	89	2016-03-14	1892	1892	1972-1983	1983	f			\N
1830	5230	20	2016-03-16					f	Appendix II (Annexation of Territory) Contains Ord. 143 (6/4/1947) and 173-A (2/22/1957).		\N
1831	5089	21	2016-03-16					f	Appears to go back to Ordinance 1.		\N
1832	4949	21	2016-03-16					f			\N
1833	4896	20	2016-03-16					f			\N
1834	4592	21	2016-03-16					f			\N
1835	4184	83	2010-12-16					f	"Those six (6) ordinances as referenced in Appendix A (Annexation of Territory) of the codification of ordinances for The Borough of Harmony, namely: 141, dated 10/02/1951; 146, dated 11/10/1952; 174, dated 04/02/1957; unnumbered, dated 10/01/1957; 189, dated 03/03/1959; & 190, dated 10/06/1959. ALSO: an ordinance dated 05/08/1940, concerning 'Division Street dividing line with Zelienople,' referenced in Appendix D (Governmental and Intergovernmental Affairs) of the same code."		\N
1836	4025	21	2016-03-16					f			\N
1837	3964	63	2016-03-16	1939-1951	1939	1939-1951	1951	f	Skimmed through book. Consistently used Evansburg.		\N
1838	3964	82	2016-03-02					f	"1. Minutes of the Borough Council of the Borough of Evans City, formerly Evansburg, for the years 1949-1951, 1960-1962, and 1967-1968. 2. Resolution books of the Borough of Evans City, formerly Evansburg, for the years 1949-1951, 1960-1962, and 1967-1968. 3. Ordinance books of the Borough of Evans City, formerly Evansburg, for the years 1882-1974. 4. If maintained separately from the above, any indexes to or chronological lists of ordinances enacted by the Borough of Evans City, formerly Evansburg, covering any portion of the years 1882-1974."		\N
1841	3964	63	2016-03-16	1960-1965	1960	1965-1969	1969	f	Skimmed through books. Consistently used Evansburg through 1961, and Evans City since 1962.		\N
1842	3631	21	2016-03-16					f			\N
1843	3615	82	2013-02-04					f	"Ordinance 128, approved 3-Jul-1967, relating to annexation of territory."		\N
1844	3528	82	2013-02-04					f	"Ordinance approved 21-May-1966, relating to annexation of territory."		\N
1846	3518	20	2016-03-16					f			\N
1847	3518	82	2013-04-08					f	"Four (4) ordinances of the former Borough of Butler concerning annexation of territory, enacted on or about the following dates: 6-Aug-1910, 12-Dec-1911, 1-Mar-1912, & 21-Nov-1916."		\N
1848	5705	21	2015-05-14					f			\N
1849	5519	83	2014-07-28					f	"Those three (3) ordinances listed in Appendix A (Annexation of Territory) of the codification of ordinances of the Borough of Troy, namely: 5-1960 (24-Oct-1960); 3-1962 (30-Apr-1962); & 1-1964 (27-Jan-1964)"		\N
1850	5168	114	2016-09-22	1879	1879	1885	1885	f	In each of these years, there were separate school districts for borough and township. In 1884 and 1885, the word borough was not included; however, this usage was consistent with other boroughs in the county.		\N
1851	5168	81	2016-10-03					f	"Minute books for the period from 1861 through 1885. Ordinance books for the period from 1861 through 1885."		\N
1852	5141	21	2015-05-14					f			\N
1854	4702	82	2016-09-06					f	"Ordinance enacted on or about October 7, 1912, concerning annexation of territory."		\N
1855	4486	21	2015-05-14					f			\N
1856	3677	21	2015-05-14					f			\N
1857	3539	83	2012-11-28					f	"Those four (4) ordinances listed in Chapter 1, Part 8 (Annexation of Territory) of the codification of ordinances of the Borough of Canton, namely: 17, dated 18-Jun-1896; 68, dated 3-Jan-1912; 71, dated 2-Oct-1912; & 86, dated 4-Aug-1916."		\N
1858	132939	79	2012-05-20					f	"Petition(s) circulated in 2008 to annex school district property from the Township of Canton to the Borough of Canton, not including signature pages."		\N
1859	3508	109	2016-09-21	4, p. 280	1853	4, p. 331	1854	f	I double checked September Sessions 1853 through February Sessions 1854, and did not find anything regarding Burlington's incorporation.		\N
1860	3320	20	2015-05-14					f			\N
1861	5820	82	2013-06-30					f	"Ordinance 244 of the Borough of Williamsburg, enacted in the late 1960s."		\N
1862	5539	82	2012-02-06					f	"Nine (9) ordinances, all relating to annexation of territory: No. 458, approved 30-Apr-1947; No. 467, approved 12-Jul-1948; No. 468, approved 12-Jul-1948; No. 471, approved 7-Mar-1949; No. 514, approved 8-Sep-1953; No. 551, approved 3-Sep-1957; No. 564, approved 5-Jun-1958; No. 579, approved 6-Jul-1959; & No. 585, approved 7-Dec-1959"		\N
1863	5539	82	2016-08-14					f	"1. All ordinance books for the Borough of Tyrone for the period from incorporation (1857) through 1945. 2. In the event there are any gaps in the ordinance books for the period from incorporation (1857) through 1875, also any minute books for the Borough of Tyrone for the period from incorporation (1857) through 1875. 3. Any topical or other indexes to ordinances of the Borough of Tyrone."		\N
1864	5154	82	2013-02-05					f	"Seven (7) ordinances, all relating to annexation of territory: Ord., enacted on/abt 1-Dec-1901; Ord., enacted on/abt 4-Oct-1943; Ord. 3-1948, approved 12-Nov-1948; Ord. 47, approved 1-Dec-1952; Ord. 3-1959, approved 1-Jun-1959; Ord. 3-1962, approved 2-Apr-1962; & Ord. 2-1970, enacted in 1970."		\N
1865	4245	83	2011-04-23					f	"Twenty-four (24) ordinances of The Borough of Hollidaysburg and the former Borough of Gaysport relating to annexation of territory, consolidation of boroughs, and alteration of municipal and ward boundaries. Please see page two (2) of this request for a list of the ordinances included." List on page 2 includes: "The following twenty (20) ordinances of The Borough of Hollidaysburg referenced in Appendix A (Annexation of Territory) of the codification of ordinances for the same, namely: 55, dated 8/23/1904; 78, dated 6/3/1907; 90, dated 11/6/1914; 100, dated 4/2/1923; 180, dated 4/30/1948; 213, dated 7/2/1951; 281, dated 6/4/1956; 324, dated 12/1/1958; 383, dated 7/2/1962; 406, dated 7/6/1964; 414, dated 3/1/1965; 420, dated 10/4/1965; 451, dated 3/20/1967; 468, dated 9/9/1968; 469, dated 10/7/1968; 470, dated 10/7/1968; 472, dated 12/11/1968; 473, dated 1/6/1969; 479, dated 5/5/1969; & 482, dated 10/6/1969. In addition, the sole remaining ordinance referenced in the above-mentioned appendix, being an ordinance of the former Borough of Gaysport: G-7, dated 2/15/1858. In addition, the following three (3) ordinances of The Borough of Hollidaysburg referenced in Appendix D (Governmental and Intergovernmental Affairs) of the above-mentioned code: 101, dated 6/2/1923; 217, dated 3/3/1952; & 282, dated 6/12/1956."		\N
1866	4245	76	2016-05-14	Democratic Standard, 1896-09	1896	Democratic Standard, 1896-10-21	1896	f	I only saw a brief mention of the annexation in conjunction with borough council meeting.		\N
1867	4245	63	2015-07-25	1896-07-03	1896	1897-08-10	1897	f			\N
1868	4245	63	2015-07-25	Gaysport, 1857-02-27	1857	Gaysport, 1858-02-15	1858	f			\N
1869	4245	89	2015-07-25	Gaysport	1841	Gaysport	1900s	f			\N
1870	4245	76	2016-05-14	Democratic Standard, 1897-01-13	1897	Democratic Standard, 1897-01-27	1897	f	No mention of annexation.		\N
1871	4245	63	2015-07-25	1952-09-08	1952	1953-03-02	1953	f			\N
1872	3829	82	2013-02-04					f	"Seven (7) ordinances, all relating to annexation of territory: Ord. 62, approved 3-Nov-1952; two (2) Ords., approved 6-Sep-1955; Ord. 100; Ord. 101; Ord. 102; & Ord. 103. ALSO, either: 1. A list of any annexations, boundary changes, or enactments regarding either if it currently exists in your codification of ordinances; OR 2. A list of the titles or subjects, ordinance numbers, & dates for all ordinances enacted prior to 1970, if one currently exists and is readily available either in your codification of ordinances or in the original ordinance book(s)."		\N
1873	3380	82	2013-02-04					f	"An ordinance of the Borough of Bellwood enacted circa 1966 (likely in late June or early July of that year) concerning annexation of territory from the Township of Antis."		\N
1876	3284	20	2015-03-24	1964	1964	1964	1964	f	Nothing found regarding annexation.		\N
1877	5234	82	2013-02-04					f	"An ordinance of the Borough of Schellsburg enacted on or about November 7, 1960, concerning annexation of territory."		\N
1879	3367	83	2013-06-30					f	"1. Section or Appendix from the codification of ordinances of the Borough of Bedford (or from a superseded codification published in or after 1982, if not present in the current codification) relating to or titled 'Annexation of Territory.' 2. Any ordinances referenced in the above-referenced section or appendix. 3. If not referenced in the above-referenced section or appendix relating to annexation of territory, seven (7) ordinances relating to annexation of territory: approved 11-Jun-1946; approved 2-Jul-1951; approved 2-Oct-1951; approved 12-Aug-1952; approved 3-Nov-1952; enacted circa Jul-1967; & enacted circa 21-Apr-1970."		\N
1880	5619	78	2015-09-28					f	"[M]inute book covering 1899 through 1904."		\N
1881	5619	76	2016-09-08	Semi-Weekly Star, 1903-12-18	1903	Semi-Weekly Star, 1904-03-15	1904	f			\N
