sourcecitationnoteid	sourcecitation	sourcecitationnotegroup	sourcecitationnotetype	sourcecitationnotetext
3141990	293388	\N	335	Incorporated while part of Northampton County
3141991	293388	\N	336	Before
3141992	293388	\N	338	
3141993	293388	\N	339	
3141994	293388	\N	340	1766
3141995	293388	\N	342	
3141996	293388	\N	343	
3141997	293388	\N	383	Delaware
3141998	293388	\N	492	1735
3141999	293388	\N	687	Second Class Townships
3142002	293389	\N	111	Pike
3142003	293389	\N	324	17
3142004	293389	\N	326	
3142005	293389	\N	327	
3142006	293389	\N	328	
3142007	293389	\N	329	
3142008	293389	\N	330	
3142009	293389	\N	331	
3142010	293389	\N	332	
3142011	293389	\N	334	
3142012	293389	\N	335	Upper Smithfield
3142013	293389	\N	336	Apr.
3142014	293389	\N	338	
3142015	293389	\N	339	
3142016	293389	\N	340	1832
3142017	293389	\N	342	
3142018	293389	\N	343	
3142019	293389	\N	383	Dingman
3142020	293389	\N	492	1750
3142021	293389	\N	687	Second Class Townships
3142024	293390	\N	111	Pike
3142025	293390	\N	324	24
3142026	293390	\N	326	
3142027	293390	\N	327	
3142028	293390	\N	328	
3142029	293390	\N	329	
3142030	293390	\N	330	
3142031	293390	\N	331	2 Alfred Mathews, History of Wayne, Pike and Monroe Counties, Pennsylvania (Philadelphia: R. T. Peck and Company, 1886).
3142032	293390	\N	332	
3142033	293390	\N	334	
3142034	293390	\N	335	Palmyra Township
3142035	293390	\N	336	Apr.
3142036	293390	\N	338	
3142037	293390	\N	339	
3142038	293390	\N	340	1839
3142039	293390	\N	342	1859
3142040	293390	\N	343	
3142041	293390	\N	383	Greene
3142042	293390	\N	492	1809
3142043	293390	\N	687	Second Class Townships
3142046	293391	\N	111	Pike
3142047	293391	\N	324	
3142048	293391	\N	326	
3142049	293391	\N	327	
3142050	293391	\N	328	
3142051	293391	\N	329	
3142052	293391	\N	330	
3142053	293391	\N	331	
3142054	293391	\N	332	
3142055	293391	\N	334	
3142056	293391	\N	335	Incorporated while part of Wayne County
3142057	293391	\N	336	
3142058	293391	\N	338	
3142059	293391	\N	339	
3142060	293391	\N	340	1798
3142061	293391	\N	342	
3142062	293391	\N	343	
3142063	293391	\N	383	Lackawaxen
3142064	293391	\N	492	1775
3142065	293391	\N	687	Second Class Townships
3142068	293392	\N	111	Pike
3142069	293392	\N	324	19
3142070	293392	\N	326	
3142071	293392	\N	327	
3142072	293392	\N	328	
3142073	293392	\N	329	
3142074	293392	\N	330	
3142075	293392	\N	331	
3142076	293392	\N	332	
3142077	293392	\N	334	
3142078	293392	\N	335	Delaware Township
3142079	293392	\N	336	Aug.
3142080	293392	\N	338	
3142081	293392	\N	339	
3142082	293392	\N	340	1829
3142083	293392	\N	342	
3142084	293392	\N	343	
3142085	293392	\N	383	Lehman
3142086	293392	\N	492	1700
3142087	293392	\N	687	Second Class Townships
3142090	293393	\N	111	Pike
3142091	293393	\N	324	17
3142092	293393	\N	326	
3142093	293393	\N	327	
3142094	293393	\N	328	
3142095	293393	\N	329	
3142096	293393	\N	330	
3142097	293393	\N	331	
3142098	293393	\N	332	
3142099	293393	\N	334	
3142100	293393	\N	335	Upper Smithfield Township
3142101	293393	\N	336	Apr.
3142102	293393	\N	338	
3142103	293393	\N	339	
3142104	293393	\N	340	1832
3142105	293393	\N	342	
3142106	293393	\N	343	
3142107	293393	\N	383	Milford
3142108	293393	\N	492	
3142109	293393	\N	687	Second Class Townships
3142112	293394	\N	111	Pike
3142113	293394	\N	324	
3142114	293394	\N	326	
3142115	293394	\N	327	
3142116	293394	\N	328	
3142117	293394	\N	329	
3142118	293394	\N	330	
3142119	293394	\N	331	
3142120	293394	\N	332	
3142121	293394	\N	334	
3142122	293394	\N	335	Incorporated while part of Wayne County
3142123	293394	\N	336	
3142124	293394	\N	338	
3142125	293394	\N	339	
3142126	293394	\N	340	1798
3142127	293394	\N	342	
3142128	293394	\N	343	
3142129	293394	\N	383	Palmyra
3142130	293394	\N	492	1750
3142131	293394	\N	687	Second Class Townships
3142134	293395	\N	111	Pike
3142135	293395	\N	324	16
3142136	293395	\N	326	
3142137	293395	\N	327	
3142138	293395	\N	328	
3142139	293395	\N	329	
3142140	293395	\N	330	
3142141	293395	\N	331	
3142142	293395	\N	332	
3142143	293395	\N	334	
3142144	293395	\N	335	Delaware and Lehman Twps.
3142145	293395	\N	336	Dec.
3142146	293395	\N	338	
3142147	293395	\N	339	
3142148	293395	\N	340	1851
3142149	293395	\N	342	
3142150	293395	\N	343	
3142151	293395	\N	383	Porter
3142152	293395	\N	492	1849
3142153	293395	\N	687	Second Class Townships
3142156	293396	\N	111	Pike
3142157	293396	\N	324	25
3142158	293396	\N	326	
3142159	293396	\N	327	
3142160	293396	\N	328	
3142161	293396	\N	329	
3142162	293396	\N	330	
3142163	293396	\N	331	
3142164	293396	\N	332	
3142165	293396	\N	334	
3142166	293396	\N	335	Lackawaxen, Westfall and Milford Townships
3142167	293396	\N	336	Sept.
3142168	293396	\N	338	
3142169	293396	\N	339	
3142170	293396	\N	340	1852
3142171	293396	\N	342	
3142172	293396	\N	343	
3142173	293396	\N	383	Shohola
3142174	293396	\N	492	1775
3142175	293396	\N	687	Second Class Townships
3142178	293397	\N	111	Pike
3142179	293397	\N	324	31
3142180	293397	\N	326	
3142181	293397	\N	327	
3142182	293397	\N	328	
3142183	293397	\N	329	
3142184	293397	\N	330	
3142185	293397	\N	331	
3142186	293397	\N	332	
3142187	293397	\N	334	
3142188	293397	\N	335	Milford Township
3142189	293397	\N	336	Jan.
3142190	293397	\N	338	
3142191	293397	\N	339	
3142192	293397	\N	340	1839
3142193	293397	\N	342	
3142194	293397	\N	343	
3142195	293397	\N	383	Westfall
3142196	293397	\N	492	1755
3142197	293397	\N	687	Second Class Townships
3142200	293398	\N	111	Potter
3142201	293398	\N	324	14
3142202	293398	\N	326	
3142203	293398	\N	327	
3142204	293398	\N	328	
3142205	293398	\N	329	
3142206	293398	\N	330	
3142207	293398	\N	331	
3142208	293398	\N	332	
3142209	293398	\N	333	
3142210	293398	\N	334	
3142211	293398	\N	335	Portage Township
3142212	293398	\N	336	June
3142213	293398	\N	338	
3142214	293398	\N	339	
3142215	293398	\N	340	1888
3142216	293398	\N	342	
3142217	293398	\N	343	
3142218	293398	\N	381	Austin
3142219	293398	\N	666	1856
3142220	293398	\N	687	Boroughs
3142223	293399	\N	111	Potter
3142224	293399	\N	324	
3142225	293399	\N	326	
3142226	293399	\N	327	
3142227	293399	\N	328	
3142228	293399	\N	329	
3142229	293399	\N	330	
3142230	293399	\N	331	
3142231	293399	\N	332	
3142232	293399	\N	333	
3142233	293399	\N	334	
3142234	293399	\N	335	Eulalia Township
3142235	293399	\N	336	
3142236	293399	\N	338	
3142237	293399	\N	339	
3142238	293399	\N	340	1848
3142239	293399	\N	342	
3142240	293399	\N	343	
3142241	293399	\N	381	Coudersport
3142242	293399	\N	666	1807
3142243	293399	\N	687	Boroughs
3142246	293400	\N	111	Potter
3142247	293400	\N	324	7
3142248	293400	\N	326	
3142249	293400	\N	327	
3142250	293400	\N	328	
3142251	293400	\N	329	
3142252	293400	\N	330	
3142253	293400	\N	331	
3142254	293400	\N	332	
3142255	293400	\N	333	
3142256	293400	\N	334	
3142257	293400	\N	335	Pike Township
3142258	293400	\N	336	Sept.
3142259	293400	\N	338	
3142260	293400	\N	339	
3142261	293400	\N	340	1896
3142262	293400	\N	342	
3142263	293400	\N	343	
3142264	293400	\N	381	Galeton
3142265	293400	\N	666	S 1810
3142266	293400	\N	687	Boroughs
3142269	293401	\N	111	Potter
3142270	293401	\N	324	2
3142271	293401	\N	326	
3142272	293401	\N	327	
3142273	293401	\N	328	
3142274	293401	\N	329	
3142275	293401	\N	330	
3142276	293401	\N	331	
3142277	293401	\N	332	
3142278	293401	\N	333	
3142279	293401	\N	334	
3142280	293401	\N	335	Ulysses Township
3142281	293401	\N	336	Feb.
3142282	293401	\N	338	
3142283	293401	\N	339	
3142284	293401	\N	340	1872
3142285	293401	\N	342	
3142286	293401	\N	343	
3142287	293401	\N	381	Lewisville
3142288	293401	\N	666	1831
3142289	293401	\N	687	Boroughs
3142292	293402	\N	111	Potter
3142293	293402	\N	324	8
3142294	293402	\N	326	
3142295	293402	\N	327	
3142296	293402	\N	328	
3142297	293402	\N	329	
3142298	293402	\N	330	
3142299	293402	\N	331	
3142300	293402	\N	332	
3142301	293402	\N	333	
3142302	293402	\N	334	
3142303	293402	\N	335	Oswayo Township
3142304	293402	\N	336	Jan.
3142305	293402	\N	338	
3142306	293402	\N	339	
3142307	293402	\N	340	1901
3142308	293402	\N	342	
3142309	293402	\N	343	
3142310	293402	\N	381	Oswayo
3142311	293402	\N	666	S 1820
3142312	293402	\N	687	Boroughs
3142315	293403	\N	111	Potter
3142316	293403	\N	324	
3142317	293403	\N	326	
3142318	293403	\N	327	
3142319	293403	\N	328	
3142320	293403	\N	329	
3142321	293403	\N	330	
3142322	293403	\N	331	
3142323	293403	\N	332	
3142324	293403	\N	333	
3142325	293403	\N	334	
3142326	293403	\N	335	Sharon Township
3142327	293403	\N	336	
3142328	293403	\N	338	
3142329	293403	\N	339	
3142330	293403	\N	340	1902
3142331	293403	\N	342	
3142332	293403	\N	343	
3142333	293403	\N	381	Shinglehouse
3142334	293403	\N	666	S 1808
3142335	293403	\N	687	Boroughs
3142338	293404	\N	111	Potter
3142339	293404	\N	324	
3142340	293404	\N	326	
3142341	293404	\N	327	
3142342	293404	\N	328	
3142343	293404	\N	329	
3142344	293404	\N	330	
3142345	293404	\N	331	
3142346	293404	\N	332	
3142347	293404	\N	334	
3142348	293404	\N	335	Eulalia Township
3142349	293404	\N	336	
3142350	293404	\N	338	
3142351	293404	\N	339	
3142352	293404	\N	340	1851
3142353	293404	\N	342	
3142354	293404	\N	343	
3142355	293404	\N	383	Abbott
3142356	293404	\N	492	
3142357	293404	\N	687	Second Class Townships
3142360	293405	\N	111	Potter
3142361	293405	\N	324	
3142362	293405	\N	326	
3142363	293405	\N	327	
3142364	293405	\N	328	
3142365	293405	\N	329	
3142366	293405	\N	330	
3142367	293405	\N	331	
3142368	293405	\N	332	
3142369	293405	\N	334	
3142370	293405	\N	335	Eulalia Township
3142371	293405	\N	336	Sept.
3142372	293405	\N	338	
3142373	293405	\N	339	
3142374	293405	\N	340	1828
3142375	293405	\N	342	
3142376	293405	\N	343	
3142377	293405	\N	383	Allegany
3142378	293405	\N	492	
3142379	293405	\N	687	Second Class Townships
3142382	293406	\N	111	Potter
3142383	293406	\N	324	
3142384	293406	\N	326	
3142385	293406	\N	327	
3142386	293406	\N	328	
3142387	293406	\N	329	
3142388	293406	\N	330	
3142389	293406	\N	331	
3142390	293406	\N	332	
3142391	293406	\N	334	
3142392	293406	\N	335	Harrison Township
3142393	293406	\N	336	
3142394	293406	\N	338	
3142395	293406	\N	339	
3142396	293406	\N	340	1828
3142397	293406	\N	342	
3142398	293406	\N	343	
3142399	293406	\N	383	Bingham
3142400	293406	\N	492	About 1820
3142401	293406	\N	687	Second Class Townships
3142404	293407	\N	111	Potter
3142405	293407	\N	324	
3142406	293407	\N	326	
3142407	293407	\N	327	
3142408	293407	\N	328	
3142409	293407	\N	329	
3142410	293407	\N	330	
3142411	293407	\N	331	
3142412	293407	\N	332	
3142413	293407	\N	334	
3142414	293407	\N	335	Eulalia Township. Called Milton Twp. until 1830
3142415	293407	\N	336	
3142416	293407	\N	338	
3142417	293407	\N	339	
3142418	293407	\N	340	1828
3142419	293407	\N	342	
3142420	293407	\N	343	
3142421	293407	\N	383	Clara
3142422	293407	\N	492	1832
3142423	293407	\N	687	Second Class Townships
3142426	293408	\N	111	Potter
3142427	293408	\N	324	
3142428	293408	\N	326	
3142429	293408	\N	327	
3142430	293408	\N	328	
3142431	293408	\N	329	
3142432	293408	\N	330	
3142433	293408	\N	331	
3142434	293408	\N	332	
3142435	293408	\N	334	
3142436	293408	\N	335	
3142437	293408	\N	336	
3142438	293408	\N	338	
3142439	293408	\N	339	
3142440	293408	\N	340	
3142441	293408	\N	342	
3142442	293408	\N	343	
3142443	293408	\N	383	East Fork
3142444	293408	\N	492	
3142445	293408	\N	687	Second Class Townships
3142448	293409	\N	111	Potter
3142449	293409	\N	324	5
3142450	293409	\N	326	
3142451	293409	\N	327	
3142452	293409	\N	328	
3142453	293409	\N	329	
3142454	293409	\N	330	
3142455	293409	\N	331	
3142456	293409	\N	332	
3142457	293409	\N	334	
3142458	293409	\N	335	Dunstable Township
3142459	293409	\N	336	Dec.
3142460	293409	\N	338	
3142461	293409	\N	339	
3142462	293409	\N	340	1810
3142463	293409	\N	342	
3142464	293409	\N	343	
3142465	293409	\N	383	Eulalia
3142466	293409	\N	492	
3142467	293409	\N	687	Second Class Townships
3142470	293410	\N	111	Potter
3142471	293410	\N	324	
3142472	293410	\N	326	
3142473	293410	\N	327	
3142474	293410	\N	328	
3142475	293410	\N	329	
3142476	293410	\N	330	
3142477	293410	\N	331	
3142478	293410	\N	332	
3142479	293410	\N	334	
3142480	293410	\N	335	Eulalia Township. First called London Township
3142481	293410	\N	336	
3142482	293410	\N	338	
3142483	293410	\N	339	
3142484	293410	\N	340	1828
3142485	293410	\N	342	
3142486	293410	\N	343	
3142487	293410	\N	383	Genesee
3142488	293410	\N	492	About 1816
3142489	293410	\N	687	Second Class Townships
3142492	293411	\N	111	Potter
3142493	293411	\N	324	6
3142494	293411	\N	326	
3142495	293411	\N	327	
3142496	293411	\N	328	
3142497	293411	\N	329	
3142498	293411	\N	330	
3142499	293411	\N	331	
3142500	293411	\N	332	
3142501	293411	\N	334	
3142502	293411	\N	335	Eulalia Township
3142503	293411	\N	336	Feb.
3142504	293411	\N	338	
3142505	293411	\N	339	
3142506	293411	\N	340	1828
3142507	293411	\N	342	
3142508	293411	\N	343	
3142509	293411	\N	383	Harrison
3142510	293411	\N	492	About 1812
3142511	293411	\N	687	Second Class Townships
3142514	293412	\N	111	Potter
3142515	293412	\N	324	
3142516	293412	\N	326	
3142517	293412	\N	327	
3142518	293412	\N	328	
3142519	293412	\N	329	
3142520	293412	\N	330	
3142521	293412	\N	331	
3142522	293412	\N	332	
3142523	293412	\N	334	
3142524	293412	\N	335	Eulalia Township
3142525	293412	\N	336	
3142526	293412	\N	338	
3142527	293412	\N	339	
3142528	293412	\N	340	1828
3142529	293412	\N	342	
3142530	293412	\N	343	
3142531	293412	\N	383	Hebron
3142532	293412	\N	492	About 1828
3142533	293412	\N	687	Second Class Townships
3142536	293413	\N	111	Potter
3142537	293413	\N	324	
3142538	293413	\N	326	
3142539	293413	\N	327	
3142540	293413	\N	328	
3142541	293413	\N	329	
3142542	293413	\N	330	
3142543	293413	\N	331	
3142544	293413	\N	332	
3142545	293413	\N	334	
3142546	293413	\N	335	Eulalia Township
3142547	293413	\N	336	
3142548	293413	\N	338	
3142549	293413	\N	339	
3142550	293413	\N	340	1828
3142551	293413	\N	342	
3142552	293413	\N	343	
3142553	293413	\N	383	Hector
3142554	293413	\N	492	1826
3142555	293413	\N	687	Second Class Townships
3142558	293414	\N	111	Potter
3142559	293414	\N	324	
3142560	293414	\N	326	
3142561	293414	\N	327	
3142562	293414	\N	328	
3142563	293414	\N	329	
3142564	293414	\N	330	
3142565	293414	\N	331	
3142566	293414	\N	332	
3142567	293414	\N	334	
3142568	293414	\N	335	Eulalia Township
3142569	293414	\N	336	
3142570	293414	\N	338	
3142571	293414	\N	339	
3142572	293414	\N	340	1853
3142573	293414	\N	342	
3142574	293414	\N	343	
3142575	293414	\N	383	Homer
3142576	293414	\N	492	1838
3142577	293414	\N	687	Second Class Townships
3142580	293415	\N	111	Potter
3142581	293415	\N	324	
3142582	293415	\N	326	
3142583	293415	\N	327	
3142584	293415	\N	328	
3142585	293415	\N	329	
3142586	293415	\N	330	
3142587	293415	\N	331	
3142588	293415	\N	332	
3142589	293415	\N	334	
3142590	293415	\N	335	
3142591	293415	\N	336	
3142592	293415	\N	338	
3142593	293415	\N	339	
3142594	293415	\N	340	1856
3142595	293415	\N	342	
3142596	293415	\N	343	
3142597	293415	\N	383	Keating
3142598	293415	\N	492	1849
3142599	293415	\N	687	Second Class Townships
3142602	293416	\N	111	Potter
3142603	293416	\N	324	
3142604	293416	\N	326	
3142605	293416	\N	327	
3142606	293416	\N	328	
3142607	293416	\N	329	
3142608	293416	\N	330	
3142609	293416	\N	331	
3142610	293416	\N	332	
3142611	293416	\N	334	
3142612	293416	\N	335	Eulalia Township. First called Chester Township
3142613	293416	\N	336	
3142614	293416	\N	338	
3142615	293416	\N	339	
3142616	293416	\N	340	1828
3142617	293416	\N	342	
3142618	293416	\N	343	
3142619	293416	\N	383	Oswayo
3142620	293416	\N	492	1829
3142621	293416	\N	687	Second Class Townships
3142624	293417	\N	111	Potter
3142625	293417	\N	324	
3142626	293417	\N	326	
3142627	293417	\N	327	
3142628	293417	\N	328	
3142629	293417	\N	329	
3142630	293417	\N	330	
3142631	293417	\N	331	
3142632	293417	\N	332	
3142633	293417	\N	334	
3142634	293417	\N	335	Eulalia Township
3142635	293417	\N	336	Jan.
3142636	293417	\N	338	
3142637	293417	\N	339	
3142638	293417	\N	340	1828
3142639	293417	\N	342	
3142640	293417	\N	343	
3142641	293417	\N	383	Pike
3142642	293417	\N	492	
3142643	293417	\N	687	Second Class Townships
3142646	293418	\N	111	Potter
3142647	293418	\N	324	
3142648	293418	\N	326	
3142649	293418	\N	327	
3142650	293418	\N	328	
3142651	293418	\N	329	
3142652	293418	\N	330	
3142653	293418	\N	331	
3142654	293418	\N	332	
3142655	293418	\N	334	
3142656	293418	\N	335	Clara Township
3142657	293418	\N	336	
3142658	293418	\N	338	
3142659	293418	\N	339	
3142660	293418	\N	340	1847
3142661	293418	\N	342	
3142662	293418	\N	343	
3142663	293418	\N	383	Pleasant Valley
3142664	293418	\N	492	1841
3142665	293418	\N	687	Second Class Townships
3142668	293419	\N	111	Potter
3142669	293419	\N	324	
3142670	293419	\N	326	
3142671	293419	\N	327	
3142672	293419	\N	328	
3142673	293419	\N	329	
3142674	293419	\N	330	
3142675	293419	\N	331	
3142676	293419	\N	332	
3142677	293419	\N	334	
3142678	293419	\N	335	Wharton Township
3142679	293419	\N	336	
3142680	293419	\N	338	
3142681	293419	\N	339	
3142682	293419	\N	340	1860
3142683	293419	\N	342	
3142684	293419	\N	343	
3142685	293419	\N	383	Portage
3142686	293419	\N	492	
3142687	293419	\N	687	Second Class Townships
3142690	293420	\N	111	Potter
3142691	293420	\N	324	29
3142692	293420	\N	326	
3142693	293420	\N	327	
3142694	293420	\N	328	
3142695	293420	\N	329	
3142696	293420	\N	330	
3142697	293420	\N	331	
3142698	293420	\N	332	
3142699	293420	\N	334	
3142700	293420	\N	335	Eulalia Township
3142701	293420	\N	336	Jan.
3142702	293420	\N	338	
3142703	293420	\N	339	
3142704	293420	\N	340	1816
3142705	293420	\N	342	
3142706	293420	\N	343	
3142707	293420	\N	383	Roulette
3142708	293420	\N	492	1831
3142709	293420	\N	687	Second Class Townships
3142712	293421	\N	111	Potter
3142713	293421	\N	324	
3142714	293421	\N	326	
3142715	293421	\N	327	
3142716	293421	\N	328	
3142717	293421	\N	329	
3142718	293421	\N	330	
3142719	293421	\N	331	
3142720	293421	\N	332	
3142721	293421	\N	334	
3142722	293421	\N	335	Eulalia Township
3142723	293421	\N	336	Dec.
3142724	293421	\N	338	
3142725	293421	\N	339	
3142726	293421	\N	340	1828
3142727	293421	\N	342	
3142728	293421	\N	343	
3142729	293421	\N	383	Sharon
3142730	293421	\N	492	About 1827
3142731	293421	\N	687	Second Class Townships
3142734	293422	\N	111	Potter
3142735	293422	\N	324	
3142736	293422	\N	326	
3142737	293422	\N	327	
3142738	293422	\N	328	
3142739	293422	\N	329	
3142740	293422	\N	330	
3142741	293422	\N	331	
3142742	293422	\N	332	
3142743	293422	\N	334	
3142744	293422	\N	335	Eulalia Township
3142745	293422	\N	336	
3142746	293422	\N	338	
3142747	293422	\N	339	
3142748	293422	\N	340	1856
3142749	293422	\N	342	
3142750	293422	\N	343	
3142751	293422	\N	383	Stewardson
3142752	293422	\N	492	1852
3142753	293422	\N	687	Second Class Townships
3142756	293423	\N	111	Potter
3142757	293423	\N	324	
3142758	293423	\N	326	
3142759	293423	\N	327	
3142760	293423	\N	328	
3142761	293423	\N	329	
3142762	293423	\N	330	
3142763	293423	\N	331	
3142764	293423	\N	332	
3142765	293423	\N	334	
3142766	293423	\N	335	Wharton and Eulalia Twps.
3142767	293423	\N	336	
3142768	293423	\N	338	
3142769	293423	\N	339	
3142770	293423	\N	340	1853
3142771	293423	\N	342	
3142772	293423	\N	343	
3142773	293423	\N	383	Summit
3142774	293423	\N	492	
3142775	293423	\N	687	Second Class Townships
3142778	293424	\N	111	Potter
3142779	293424	\N	324	
3142780	293424	\N	326	
3142781	293424	\N	327	
3142782	293424	\N	328	
3142783	293424	\N	329	
3142784	293424	\N	330	
3142785	293424	\N	331	
3142786	293424	\N	332	
3142787	293424	\N	334	
3142788	293424	\N	335	Eulalia Township
3142789	293424	\N	336	Feb.
3142790	293424	\N	338	
3142791	293424	\N	339	
3142792	293424	\N	340	1828
3142793	293424	\N	342	
3142794	293424	\N	343	
3142795	293424	\N	383	Sweden
3142796	293424	\N	492	About 1808
3142797	293424	\N	687	Second Class Townships
3142800	293425	\N	111	Potter
3142801	293425	\N	324	
3142802	293425	\N	326	
3142803	293425	\N	327	
3142804	293425	\N	328	
3142805	293425	\N	329	
3142806	293425	\N	330	
3142807	293425	\N	331	
3142808	293425	\N	332	
3142809	293425	\N	334	
