metesdescriptionid	metesdescriptiontype	metesdescriptionsource	metesdescriptionbeginningpoint	metesdescriptionstateplane	metesdescriptionlongitude	metesdescriptionlatitude	metesdescriptionangle	metesdescriptionquality	metesdescriptionnotes	metesdescriptionname	event	metesdescriptionacres
3858	shape	ordinance (docket)	point in the north right of way line of Lincoln Highway, said point being situated in the existing boundary line between Columbia Borough and West Hempfield Township, said point being a corner of other lands of Grinnell Corporation	100007	-76.4824600	40.0314270	-5.15	m			8489	51.358
3859	shape	ordinance (DCED)	point on line of land now or formerly of Hogg heirs and laid out in the Plan of Lots known as the East Park Addition to the City of Connellsville, said line being also the division line between the City of Connellsville and Connellsville Township, at the northeasterly corner of property of Thomas E. Trimpey and Claire Grace Trimpey, his wife, as conveyed to them by deed of Helen Enany, dated the 22nd day of December, 1965, and recorded in the Office of the Recorder of Deeds of Fayette County, Pennsylvania, in Deed Book Volume 1019, page 219	100007	-79.5796180	40.0149940	3	m			8490	0
3860	shape	ordinance	angle point on the present Borough line at the intersection of the centerline of Darrow Road and Perry Lane	100007	-80.1157380	41.8671100	1.65				8496	0
3861	shape	stipulation	land covered by this proceeding shall be deemed to be the premises covered by Assessment Index Numbers: 31-47-15 Rodak, Richard R. ux Aimee E.[;] 31-47-16 Baker, Anna M.[;] 31-47-17 Porter, Charles Clark ux Emma G.[;] 31-47-18 Hambry, Frank B. ux Esther K.[;] 31-47-19 Hambry, Frank B. ux Virginia	100007	-80.1325513	41.8703870	0				8497	0
3862	shape	ordinance	point at the Northeast corner of Lakeside Drive and Peach street	100007	-80.1398188	41.8861220	0				8499	-1
3863	shape	ordinance	point in the center line of Chestnut Street Extended, said point being North 51° - 40' East, five hundred thirty-five (535) feet from the east line of land of Charles McGlaughlin, and at the northeast corner of land deeded to David L. Dunkle and wife, July 8, 1965, Deed Book 920, page 41	100007	-80.1375580	41.8703180	1.9				8500	-1
3864	shape	petition, amended (DCED)	point in the center of State Route one hundred ten (Legislative Route sixty-three spur) at corner common to the Northwest corner of lot now or formerly of Kovalchick Salvage Company, being known and designated on the Tax Assessment Records in and for the County of Indiana as Parcel Number thirty-five - twenty-one - one hundred eight (35-21-108)	100007	-79.1742070	40.6793790	0				8503	-1
3865	shape	decree (DCED)	point in Vaneal Road, also known as Legislative Route 62130 at the westerly property line now or formerly of Fred A. Simpson	100007	-80.3014809	40.1073807	0				8508	590.2
3866	shape	ordinance (DCED)	post	100007	-79.6036106	40.3196405	-1.5	m			8510	3.3
3867	shape	petition exhibit (Lehighton, recorded)	concrete monument located on the Southerly side of Jamestown Road, said monument being North seventy-seven degrees twenty-six minutes twenty-four seconds West (N 77° 26' 24" W) a distance of four hundred seventeen and eighty-one one-hundredths feet (417.81') from a concrete monument known as the Rakos Monument having Pennsylvania State Plane Coordinates N 251,825.6999 E 2,562,634.8765	100007	-75.7142839	40.8407580	0				8513	0
3868	shape	ordinance	point at the intersection of the boundary lines of Union Township, Germany Township and the Borough of Littlestown, said point being on land now or formerly of Ivan F. Kindig	100007	-77.0767310	39.7509900	-0.5				8515	79.3778
3869	shape	ordinance	iron pin on the East side of "Walborn's Lane" at the Southwest corner of lands of William C. Schreffler, et ux.	100007	-76.9560051	40.5452955	-2	m			8518	0.751
3870	line after	ordinance	point on the present Borough line, which point is the Northeast corner of the property of J. Conrad as shown on the attached survey hereinafter referred to	100007	-78.6599343	40.6324779	-5.85			After	8521	0
3871	shape	ordinance	point where the present borough line intersects with the southwesterly right of way line of the  now or formerly the Pennsylvania Railroad and a corner of the said Swisher addition	100007	-78.6577349	40.6336097	-5.85			Tract	8521	4.25
3872	shape	ordinance	point in the centerline of Callowhilll Street, said place of beginning being South forty-seven degrees twenty-one minutes East the distance of two hundred three and fifteen hundredths feet from the centerline of Fifth Street	100007	-75.2878609	40.3760236	-4	m			8522	69.0528
3873	whole before	petition exhibit (docket)	North-East corner of the West Alexander Public School property	100007	-80.5074102	40.1068638	0				8529	0
3874	line	report of commissioners, supplemental	concrete monument marking the common corner between Heidelberg, North Whitehall and Lowhill Townships in the County of Lehigh, State of Pennsylvania, being known as Corner #43, having state grid coordinates, North 494,589.37, East 2,587,073.35, and confirmed by the Court of Common Pleas of Lehigh County, Pennsylvania on February 21, 1979	100007	-75.6331205	40.6718254	0	i			8536	-1
3875	shape	decree (DCED)	point on the northerly line of U.S. Highway Route No. 30 on line of land now or formerly of Robert A. Burger	100007	-79.1890350	40.2099520	-7.1				8541	-1
3876	shape	Mast report (Lehigh Co. assessment)	Corner #21 in the Lehigh River marking the Southerly corner of Lower Towamensing Township, Carbon County, the Westerly corner of Lehigh Township, Northampton County, the Northerly corner of Washington Township, Lehigh County and the Easterly corner of East Penn Township, Carbon County	100007	-75.6090689	40.7875226	-1.31	p			8542	-1
3877	shape	exhibit (DCED)	point on the southerly side of Broadway Avenue (LR639 TR130) being 45' wide at the intersection with the westerly side of Center Avenue Extension being a corner of the Broadway Plan of Lots (PBV 79 p. 60)	100007	-79.7778889	40.4017426	0	m		Exhibit C-2	8544	0
3878	shape	exhibit (DCED)	intersection of the terminus of the northwesterly line of Wall Avenue (50' wide) and property herein described	100007	-79.7770650	40.4165588	-1.5	m		Exhibit D-2	8544	0
3879	shape	exhibit (recorded)	point on the South right-of-way line of Hamaker Road (T-885), said point being the Northeast corner of the herein described tract, said point also being a corner common to lands of Rafael FJ and Betty J. Belmonte	100007	-76.3974068	40.1722771	-9.5	m		Tract 1	8546	18.601
3880	shape	exhibit (recorded)	iron pin on the Northwest line of lands formerly of the Reading Railroad Company, on line of Manheim Borough boundary line	100007	-76.3995814	40.1547105	-9.5	m		Tract 5	8546	6.4619
3881	shape	exhibit (recorded)	iron pin, said iron pin being a corner dividing lands of Lloyd H. and Ruth N. Moyer and lands of Manheim Borough, said iron pin also being the Southeast corner of the herein described tract; said iron pin also being located South sixty-seven degrees fifteen minutes no seconds West (S 67° 15' 00" W) seven hundred ninety-six and ninety-eight hundredths (796.98) feet from an iron pipe marking a Manheim Borough Boundary Corner	100007	-76.4062142	40.1686144	-7.4	m		Tract 4	8546	1.783
3882	shape	exhibit (recorded)	point on the Eastern side of West Colebrook Street, a corner of Manheim Borough and Rapho Township	100007	-76.4081808	40.1677798	-7.25	m		Tract 3	8546	4.713
3883	shape	exhibit (recorded)	point on the South side of West High Street, said point being a present corner of Manheim Borough and Rapho Township, said point also being the Northeast corner of the herein described tract	100007	-76.4044122	40.1584181	-8.8	m		Tract 2	8546	28.8772
3884	shape	draft petition to Board of Elections (Borough files)	point on the west side of Township Road 779 where it dead-ends at Legislative Route 1069	100007	-76.6060140	40.0073090	-2.05				8552	0
3885	line	decree	point at a stream where the boundaries of North Hopewell Township and East Hopewell Township and Cross Raods Borough intersect	100007	-76.5747810	39.8291630	-6.4	m			8560	0
3886	line after	exhibit	corner said corner being the intersection of the Northampton - North Catasauqua Borough Line with the easterly property line of Lincoln Avenue	100007	-75.4780387	40.6680871	-10.65	m			8564	0
3887	shape bounding	decree (DCED)	point in the center of Franklin Road, L.R. 10005, on the northerly line of land now or formerly of McClelland Heirs	100007	-80.0707360	40.6745880	0.1			Before Exception	8566	-1
3888	shape exception	unknown		100007	0.0000000	0.0000000	0		deed	Exception	8566	-1
3889	shape	ordinance	point on the Boundary line of the Borough of Denver and the Township of West Cocalico, said point being the West Right-of-Way Line of Franklin Street	100007	-76.1450829	40.2328447	-15	m		Denver, Tract 2	8569	11.6
3890	shape	ordinance	point on the boundary line of the Borough of Denver and the Township of West Cocalico, said point being the Northeast corner of Eli and Nora Martin property and Isaac and Bernice Lefever property and being on the property line of I. Homer and Mary Martin	100007	-76.1491042	40.2228309	-15	m		Denver, Tract 1	8569	3.07
3891	shape	petition to Board of Elections (DCED)	[on the east by the Monongahela River]	100007	0.0000000	0.0000000	0				8577	0
3892	shape	petition to Board of Elections (DCED)	point where the northeasterly boundary line of the Borough of Williamsburg with the boundary line of Woodbury Township intersects the existing boundary line of Catharine Township at the southerly bank of the Juniata River	100007	-78.1959520	40.4658480	-3				8580	0
3893	shape	ordinance (docket)	point which is South fifty-one degrees fifty-one minutes West 41.42 feet from the southern right-of-way line of Chester Street and in the eastern right-of-way line of the Pennsylvania Railroad	100007	-78.4478250	41.0088340	-6.2				8581	0
3894	shape	ordinance exhibit (DCED)	point in the center line of State Highway Route No. 103 leading from Lewistown to Granville, being also along the Western side of the right-of-way of the PENN CENTRAL TRANSPORTATION COMPANY	100007	-77.5763080	40.5880080	-8				8584	42.27
3895	shape	petition exhibit (DCED)	center of intersection of Cedar Alley and Dorthea Street	100007	-78.3469215	40.8308825	-7				8588	-1
3896	shape	ordinance exhibit (DCED)	steel pin on the Eastern side of Berger Road, T-408, said point being the Northeasternmost corner of the herein described tract	100007	-76.3675760	40.5647620	0				8594	205.488
3897	shape bounding	petition exhibit (DCED)	point in the centerline of Edgemont Road, said point being a corner of Mountville Borough and also being the southwest corner of property now or late of Jacob R. Birk	100007	-76.4459070	40.0381300	-10.1				8596	-1
3898	line bounding	election return (DCED)	point at the existing boundary line between Patterson Township and Chippewa Township along 20th Street Extension as extended to meet the western right-of-way line of Route 51	100007	0.0000000	0.0000000	0				8598	-1
3899	shape	ordinance	point the following chord southeast of a concrete monument at the southwest corner of the Heritage Estates property, being also the southeast corner of a lot now or previously owned by Leroy and Dorothy Hollinger	100007	0.0000000	0.0000000	0	m			8601	3.4338
