sourcecitationid	source	sourcecitationdate	sourcecitationdatetype	sourcecitationdaterange	sourcecitationdaterangetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	sourcecitationurl	sourcecitationtypetitle	sourcecitationperson	sourcecitationgovernmentreferences	sourcecitationarchiveslotfilm	sourcecitationarchivecarton	sourcecitationstatus	sourcecitationissue	sourcecitationname
7818	38						78	79		Boundaries, Ward Divisions and Annexations.							
7819	38						81	83		Boundaries, Ward Divisions and Annexations.							
7820	38						83	84		Boundaries, Ward Divisions and Annexations.							
7821	38						84	86		Boundaries, Ward Divisions and Annexations.							
7822	38						86	87		Boundaries, Ward Divisions and Annexations.							
7823	39						47	48		CHAPTER 4. ANNEXATION.							
7824	39						49	49		CHAPTER 4. ANNEXATION.							
7825	39						50	50		CHAPTER 4. ANNEXATION.							2
7826	34						33	33		BOROUGHS		TARENTUM					
7827	399					1898	68	68		LOCAL CHRONOLOGY. [From December 1, 1896, to December 1, 1897.]							
7828	329	1918-02-07					1	1	http://contentdm1.accesspa.org/cdm/ref/collection/naz_item/id/632	MAY ISSUE SCHOOL BONDS							
7829	217	1860-03-14					3	3	http://chroniclingamerica.loc.gov/lccn/sn88080711/1860-03-14/ed-1/seq-3/	BOROUGH ORDINANCE.							
7830	377	1982-11-03					4	4	https://news.google.com/newspapers?id=6dBRAAAAIBAJ&sjid=7m0DAAAAIBAJ&pg=5035%2C408080	Rox won't govern by 'town meetings'	Wilson, Linda S.						
7831	377	1960-11-10					13	13	https://news.google.com/newspapers?id=WslRAAAAIBAJ&sjid=WWwDAAAAIBAJ&pg=7544%2C2155923	Special Issues Decided in Local Vote							
7832	138	1971-02-03					7	7		ORDINANCE NO. 165							
7833	138	1973-05-30					3	3		ORDINANCE NO. 174							
7834	52					1897-1898	93	95									
7835	52					1903-1904	59	60									
7836	451					1	92	92		CHAPTER XII: FORMATION OF THE COUNTY							
7837	451					1	492	492		CHAPTER XXX: CHERRYHILL TOWNSHIP—CLYMER BOROUGH							
7838	174	1911-04-03					7	7		County Commissioners' Proclamation							
7840	257									Allegheny County							
7841	133									INDIANA TOWNSHIP (1973-74)		Allegheny County					
7842	133									FERGUSON TOWNSHIP (CENTRE)		Centre County					
7843	133									CHESTER COUNTY		Chester County					
7844	451					1	96	96		CHAPTER XII: FORMATION OF THE COUNTY							1
7845	451					1	96	96		CHAPTER XII: FORMATION OF THE COUNTY							2
7846	451					1	404	404		CHAPTER XX: INDIANA BOROUGH							1
7847	451					1	404	404		CHAPTER XX: INDIANA BOROUGH							2
7848	451					1	432	432		CHAPTER XXI: ARMSTRONG TOWNSHIP—SHELOCTA BOROUGH							
7849	451					1	437	437		CHAPTER XXI: ARMSTRONG TOWNSHIP—SHELOCTA BOROUGH							
7850	451					1	438	438		CHAPTER XXII: BANKS TOWNSHIP—GLEN CAMPBELL BOROUGH							
7851	451					1	439	439		CHAPTER XXII: BANKS TOWNSHIP—GLEN CAMPBELL BOROUGH							1
7852	451					1	526	526		CHAPTER XXXIV: EAST MAHONING TOWNSHIP—MARION CENTER BOROUGH 							2
7853	451					1	439	440		CHAPTER XXII: BANKS TOWNSHIP—GLEN CAMPBELL BOROUGH							2
7854	451					1	445	445		CHAPTER XXIII: BLACKLICK TOWNSHIP							
7855	451					1	449	449		CHAPTER XXIV: BRUSHVALLEY TOWNSHIP—MECHANICSBURG BOROUGH							
7856	451					1	451	451		CHAPTER XXIV: BRUSHVALLEY TOWNSHIP—MECHANICSBURG BOROUGH							
7857	451					1	452	452		CHAPTER XXV: BUFFINGTON TOWNSHIP							
7858	451					1	455	455		CHAPTER XXVI: BURRELL TOWNSHIP							
7859	451					1	464	464		CHAPTER XXVII: HISTORY OF BLAIRSVILLE AND VICINITY	Marshall, Thomas Davis						
7860	451					1	482	482		CHAPTER XXVIII: CANOE TOWNSHIP							
7861	451					1	484	484		CHAPTER XXIX: CENTER TOWNSHIP—HOMER CITY BOROUGH							
7862	451					1	491	491		CHAPTER XXIX: CENTER TOWNSHIP—HOMER CITY BOROUGH							
7863	451					1	497	498		CHAPTER XXX: CHERRYHILL TOWNSHIP—CLYMER BOROUGH							
7864	451					1	499	499		CHAPTER XXXI: CONEMAUGH TOWNSHIP—SALTSBURG BOROUGH							
7866	451					1	511	511		CHAPTER XXXI: CONEMAUGH TOWNSHIP—SALTSBURG BOROUGH							
7867	451					1	511	511		CHAPTER XXXII: GRANT TOWNSHIP							
7868	451					1	513	513		CHAPTER XXXIII: GREEN TOWNSHIP							
7869	451					1	515	515		CHAPTER XXXIII: GREEN TOWNSHIP							1
7870	451					1	515	515		CHAPTER XXXIII: GREEN TOWNSHIP							2
7871	451					1	517	517		CHAPTER XXXIV: EAST MAHONING TOWNSHIP—MARION CENTER BOROUGH 							3
7872	451					1	540	540		CHAPTER XXXVI: SOUTH MAHONING TOWNSHIP—PLUMVILLE BOROUGH							
7873	451					1	542	542		CHAPTER XXXVII: WEST MAHONING TOWNSHIP—SMICKSBURG BOROUGH							
7874	451					1	544	544		CHAPTER XXXVII: WEST MAHONING TOWNSHIP—SMICKSBURG BOROUGH							
7875	451					1	546	546		CHAPTER XXXVIII: MONTGOMERY TOWNSHIP—CHERRYTREE BOROUGH							
7876	451					1	551	551		CHAPTER XXXVIII: MONTGOMERY TOWNSHIP—CHERRYTREE BOROUGH							
7877	451					1	552	552		CHAPTER XXXIX: PINE TOWNSHIP							
7878	451					1	556	556		CHAPTER XL: RAYNE TOWNSHIP							
7879	451					1	559	559		CHAPTER XLI: WASHINGTON TOWNSHIP—CREEKSIDE BOROUGH							
7880	451					1	560	560		CHAPTER XLI: WASHINGTON TOWNSHIP—CREEKSIDE BOROUGH							
7881	451					1	561	561		CHAPTER XLII: EAST WHEATFIELD TOWNSHIP—ARMAGH BOROUGH							1
7882	451					1	561	561		CHAPTER XLII: EAST WHEATFIELD TOWNSHIP—ARMAGH BOROUGH							2
7883	451					1	566	566		CHAPTER XLIII: WEST WHEATFIELD TOWNSHIP							
7884	451					1	571	571		CHAPTER XLIV: WHITE TOWNSHIP							
7906	133									COATSVILLE CITY		Chester County					
7907	133									DOWNINGTOWN BOROUGH		Chester County					
7930	133									EAST WHITELAND TOWNSHIP		Chester County					
7952	133									MCKEESPORT CITY-I (1972-73)		Allegheny County					
7953	133									ELK TOWNSHIP (CHESTER)		Chester County					
7997	133									MONROEVILLE MUNICIPALITY (1972-74)		Allegheny County					
7998	133									KENNETT SQUARE BOROUGH		Chester County					
8020	133									LOWER OXFORD TOWNSHIP		Chester County					
8029	132	2014-03-~01								Merger, Consolidation, Boundary Change and Incorporation Actions by County	Governor's Center for Local Government Services						
8066	133									MALVERN BOROUGH		Chester County					
8087	133									O'HARA TOWNSHIP (1972-73)		Allegheny County					
8088	133									PENN HILLS MUNICIPALITY (1972-73)		Allegheny County					
8089	133									TREDYFFRIN TOWNSHIP		Chester County					
8120	398	1843-02-18					3	3		SUIT to try the validity of the Charter of the BOROUGH OF WEST PHILADELPHIA.--Extract from the Minutes of the Guardians of the Poor.							
8177	133									PINE TOWNSHIP-I (ALLEGHENY)		Allegheny County					
8178	133									DUBOIS CITY		Clearfield County					
8189	398	1843-02-27					2	2		THE BOROUGH OF WEST PHILADELPHIA							
8201	133									PITTSBURGH CITY (1972-74)		Allegheny County					
8202	133									LOCK HAVEN CITY-I		Clinton County					2
8235	398	1843-02-28					1	1		WEST PHILADELPHIA							
8256	379	1854-02-06					1	1		Boundaries of the New City Wards							
8264	326	1907-05-16					1	1		MT. CARMEL NOW ONE OF THE LARGEST BOROUGHS IN STATE							
8265	326	1907-05-18					3	3		AN ORDINANCE							
8266	326	1907-05-16					1	1		COUNCIL IN SPECIAL SESSION							
8267	326	1907-06-04					4	4		EAST DISTRICT ANNEXATION							
8268	325	1907-06-04					1	1		A Supplement							
8269	326	1907-06-15					1	1		CORPORATIONS OPPOSED TO ANNEXATION							
8270	86	1901-12-13					2	2		NOTICE							
8271	428					1877	750	754									
8272	428					1877	761	782									
8273	428					1877	860	865									
8274	428					1878	2328	2336									
8275	428					1878	2338	2343									
8276	428					1878	2356	2357									
8277	428					1878	2453	2458									
8278	428					1878	2468	2469									
8279	428					1878	2479	2480									
8280	428					1879	3736	3739									
8281	428					1879	3773	3787									
8282	378	1926-11-08					31	31		KNOXVILLE ANNEXATION DECREE HANDED DOWN							
8283	158	1975-01-13					1	2									
8286	452						265	265		CHAPTER XX. THE BOROUGH OF MONTROSE.							1
8287	452						265	265		CHAPTER XX. THE BOROUGH OF MONTROSE.							2
8289	452						265	265		CHAPTER XX. THE BOROUGH OF MONTROSE.							4
8291	452						539	539		CHAPTER XXXVI. GREAT BEND BOROUGH.							
8292	400	1896-12-02					5	5	http://digitalcollections.powerlibrary.org/cdm/ref/collection/pmeml-psprt/id/5204	The Truth About "A Victory for the Borough"							
8293	46	1910-02-19					1	1		Quiet Election Last Tuesday							
8294	46	1911-01-07					1	1		ANNVILLE A FIRST CLASS TOWNSHIP							
8295	216	1911-11-09					7	7									
8296	64	1904-02-19					3	3		LOCAL RESULTS OF TUESDAY'S BATTLE							
8297	64	1903-12-18					3	3		NOTICE							
8298	495	1957-03-14					5	5		ORDINANCE NO. 349							
8299	474	1899-12-30					2	2		PROCLAMATION							
8300	474	1899-12-30					12	12		FIRST CLASS TOWNSHIPS							
8301	474	1940-08-17					2	2		Dupont Borough Bows Only To Wilkes-Barre in Years							
8302	190						39	39		THE MAILS IN 1851							
8303	132	1981-12-31					133	133		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Part of Robinson Township					12
8304	132	1981-12-31					133	133		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Part of Reserve Township					13
8305	132	1981-12-31					131	131		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Borough of Pittsburgh					
8306	132	1981-12-31					133	133		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Part of Penn Township					14
8307	132	1981-12-31					132	132		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Parts of Lower St. Clair Township					2
8308	132	1981-12-31					131	131		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		City of Pittsburgh					
8309	132	1981-12-31					131	131		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Part of Pitt Township					3
8310	132	1981-12-31					131	131		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Remainder of Pitt Township / Peebles Township / Liberty Township / Collins Township / Oakland Township / Lawrenceville Boro					
8311	132	1981-12-31					131	131		City of Pittsburgh: Territorial Growth of Pittsburgh (in Allegheny County folder)		Union Borough / Temperanceville Boro / Mt. Washington Boro / West Pittsburgh Boro / Monongahela Boro / South Pittsburgh Boro / Allentown Boro / Birmingham Boro / East Birmingham Boro / St. Clair Borough / Ormsby Borough					
8318	132									Annexation Referenda (in Boundary Change Histories folder, Annexation Listings - Old subfolder)							
8319	133									Concord Township		Delaware County					
8320	133									DELAWARE COUNTY		Delaware County					
8321	133									MARPLE TOWNSHIP		Delaware County					
8322	133									MIDDLETOWN TOWNSHIP (DELAWARE)		Delaware County					
8323	133									PROSPECT PARK BOROUGH (1983)		Delaware County					
8324	133									PARKSIDE BOROUGH (1992-94)		Delaware County					
8325	133									RADNOR TOWNSHIP		Delaware County					
8326	133									UPPER DARBY TOWNSHIP		Delaware County					
8327	133									UPPER PROVIDENCE TOWNSHIP (DELAWARE COUNTY)		Delaware County					
8328	133									ST. MARYS CITY (1992-)		Elk County					
8329	133									EDINBORO BOROUGH		Erie County					
8330	133									ERIE CITY (1992)		Erie County					1
8332	133									ERIE COUNTY (1974-76)		Erie County					
8333	133									LAWRENCE PARK TOWNSHIP (1995)		Erie County					
8334	133									MillCreek Township 2012		Erie County					
8335	133									WASHINGTON TOWNSHIP (ERIE COUNTY)		Erie County					
8336	133									WAYNESBURG BOROUGH		Greene County					
8337	133									Grant Township - 2015		Indiana County					
8338	133									CARBONDALE CITY		Lackawanna County					
8339	133									JESSUP BOROUGH (1986)		Lackawanna County					
8340	133									LACKAWANNA COUNTY		Lackawanna County					
8341	133									LACKAWANNA COUNTY-I		Lackawanna County					
8342	133									LACKAWANNA COUNTY-II		Lackawanna County					
8343	133									LANCASTER COUNTY		Lancaster County					
8344	133									ALLENTOWN CITY		Lehigh County					
8345	133									CATASAUQUA BOROUGH		Lehigh County					
8346	133									HANOVER TOWNSHIP (LEHIGH)		Lehigh County					
8347	133									SHENANGO TOWNSHIP (LAWRENCE COUNTY)		Lawrence County					
8348	133									LEBANON CITY (1990)		Lebanon County					
8351	134									READING		Berks County					
8352	133									ABINGTON TOWNSHIP-II		Montgomery County					
8353	133									BRYN ATHYN BOROUGH		Montgomery County					
8354	133									HORSHAM TOWNSHIP		Montgomery County					
8355	133									NORRISTOWN BOROUGH-II (1983)		Montgomery County					
8356	133									MONTGOMERY COUNTY		Montgomery County					
8357	133									CHELTENHAM TOWNSHIP		Montgomery County					
8358	133									JENKINTOWN BOROUGH		Montgomery County					
8359	133									NORRISTOWN BOROUGH (1973-74)		Montgomery County					
8360	133									Norristown Borough—III (2003-2004)		Montgomery County					
8361	133									PLYMOUTH TOWNSHIP (MONTGOMERY)		Montgomery County					
8362	133									SPRINGFIELD TOWNSHIP (MONTGOMERY COUNTY)		Montgomery County					
8363	133									UPPER DUBLIN TOWNSHIP		Montgomery County					
8364	133									UPPER MERION TOWNSHIP		Montgomery County					
8365	133									WHITEMARSH TOWNSHIP		Montgomery County					
8366	134									NORRISTOWN		Montgomery County					
8367	133									EASTON CITY		Northampton County					
8368	133									NORTHAMPTON COUNTY		Northampton County					
8369	134									BETHLEHEM		Northampton County; Lehigh County					
8370	134									EASTON		Northampton County					
8371	133									SCHUYLKILL COUNTY		Schuylkill County					
8372	134									POTTSVILLE		Schuylkill County					
8373	133									CANONSBURG BOROUGH (1972-73)		Washington County					
8374	133									CARROLL TOWNSHIP (1975-77)		Washington County					
8375	133									HANOVER TOWNSHIP (WASHINGTON)		Washington County					
8376	133									NORTH STRABANE TOWNSHIP (1973-74)		Washington County					
8377	133									PETERS TOWNSHIP (1972-73)		Washington County					
8378	133									WASHINGTON COUNTY (1974-76)		Washington County					
8379	133									DERRY TOWNSHIP (1973-74) (WESTMORELAND)		Westmoreland County					
8380	133									GREENSBURG CITY		Westmoreland County					
8381	133									IRWIN BOROUGH (1976-77)		Westmoreland County					
8382	133									LATROBE BOROUGH (1994)		Westmoreland County					
8383	133									MONESSEN CITY (1972-74)		Westmoreland County					
8384	133									MURRYSVILLE MUNICIPALITY (1974-76)		Westmoreland County					
8385	133									NEW KENSINGTON CITY (1973-75)		Westmoreland County					
8386	133									NORTH HUNTINGDON TOWNSHIP		Westmoreland County					
8387	133									SCOTTDALE BOROUGH (1973-74)		Westmoreland County					
8388	133									SEWICKLEY TOWNSHIP		Westmoreland County					
8389	133									UNITY TOWNSHIP		Westmoreland County					
8390	133									WASHINGTON TOWNSHIP (WESTMORELAND COUNTY)		Westmoreland County					
8391	133									WARREN COUNTY (1973-75)		Warren County					
8392	133									WARREN City		Warren County					
8393	133									YOUNGSVILLE BOROUGH		Warren County					
8394	133									MANSFIELD BOROUGH		Tioga County					
8395	133									UNION COUNTY		Union County					
8396	133									YORK COUNTY		York County					
8397	133									JACOBUS BOROUGH		York County					
8398	133									PHILADELPHIA CITY		Philadelphia County					
8399	134									OIL CITY		Venango County					
8400	133									VENANGO COUNTY		Venango County					
8401	134									BEAVER FALLS		Beaver County					
8402	134									COATESVILLE		Chester County					
8403	134									LOCK HAVEN		Clinton County					
8404	134									MEADVILLE		Crawford County					
8405	134									WILLIAMSPORT		Lycoming County					
8406	134									JOHNSTOWN		Cambria County					
8407	134									ERIE		Erie County					
8408	134									LANCASTER		Lancaster County					
8409	133									LEHIGH COUNTY		Lehigh County					1
8410	133									NORTH WHITEHALL TOWNSHIP (LEHIGH)		Lehigh County					
8411	133									UPPER MACUNGIE TOWNSHIP		Lehigh County					
8412	133									WHITEHALL TOWNSHIP		Lehigh County					
8413	134									ALLENTOWN		Lehigh County					
8415	134									NEW CASTLE		Lawrence County					
8416	134									WILKES-BARRE		Luzerne County					
8417	133									FREELAND BOROUGH		Luzerne County					
8418	133									HAZELTON CITY (1984-88)		Luzerne County					
8419	133									HAZLETON		Luzerne County					
8420	133									KINGSTON BOROUGH		Luzerne County					
8421	133									KINGSTON TOWNSHIP		Luzerne County					
8422	133									LUZERNE COUNTY		Luzerne County					
8423	133									Nanticoke City		Luzerne County					
8424	133									Plymouth Township		Luzerne County					
8425	133									WILKES-BARRE CITY		Luzerne County					
8426	133									WILKES-BARRE TOWNSHIP		Luzerne County					
8427	133									BRADFORD CITY (1988)		McKean County					
8428	134									BRADFORD		McKean County					
8429	133									MONROE COUNTY (1994-96)		Monroe County					
8430	134									SHARON		Mercer County					
8431	133									FARRELL CITY-II (1985)		Mercer County					
8432	133									FARRELL CITY		Mercer County					
8433	133									HERMITAGE CITY (1973-74)		Mercer County					
8434	133									MERCER COUNTY (1972-74)		Mercer County					
8435	133									SHARON CITY		Mercer County					
8436	133									ALLEGHENY COUNTY-I (1972-74)		Allegheny County					
8437	133									ALLEGHENY COUNTY-II (1977-78)		Allegheny County					
8438	133									ASPINWALL BOROUGH (1972-73)		Allegheny County					
8439	133									BALDWIN BOROUGH (1972-74)		Allegheny County					
8440	133									BETHEL PARK MUNICIPALITY (1974-76)		Allegheny County					2
8442	133									BRACKENRIDGE BOROUGH (1972-74)		Allegheny County					
8443	133									BRIDGEVILLE BOROUGH (1972-74)		Allegheny County					
8444	133									CASTLE SHANNON BOROUGH (1972-74)		Allegheny County					
8445	133									CRAFTON BOROUGH (1972-74)		Allegheny County					
8446	133									FINDLAY TOWNSHIP		Allegheny County					
8447	133									HAMPTON TOWNSHIP (1972-73)		Allegheny County					
8448	133									HARMAR TOWNSHIP		Allegheny County					
8449	133									HARRISON TOWNSHIP (ALLEGHENY)		Allegheny County					
8450	133									JEFFERSON BOROUGH		Allegheny County					
8451	133									MCCANDLESS TOWN (1972-74)		Allegheny County					
8452	133									MCKEESPORT CITY-II (1979-81)		Allegheny County					
8453	133									MCKEES ROCKS BOROUGH-I (1973-75)		Allegheny County					1
8454	133									MCKEES ROCKS BOROUGH-II (1981-82)		Allegheny County					2
8455	133									MOON TOWNSHIP (1974-76)		Allegheny County					
