governmentsourceid	government	governmentsourcetype	governmentsourcebody	governmentsourcenumber	governmentsourceterm	governmentsourcetitle	governmentsourcepagefrom	governmentsourcepageto	governmentsourcedate	governmentsourcepreliminarydate	governmentsourceapproveddate	governmentsourceeffectivedate	governmentsourceapproved	governmentsourceeffectivenotes	governmentsourceadvertiseddate	source	governmentsourcevolume	sourcecitationvolumetype	governmentsourcevolumetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	governmentsourcename
4781	5291	Ordinance		83		Annexing certain territory of Shrewsbury Township, York County, Pennsylvania			1969-10-01		1969-10-18		t			\N							
4782	5291	Ordinance		87		Annexing certain territory of Shrewsbury Township, York County, Pennsylvania			1970-03-04		1970-03-09		t			\N							
4783	5291	Resolution							1870-04-21				t			\N							1
4784	5291	Resolution				Authorizing the signing of a petition to annex borough owned properties located in Shrewsbury Township to the Borough of Shrewsbury			1969-09-03				t			\N							2
4785	5298	Ordinance		286		Approving the petition for annexing to the Borough of Sinking Spring, Berks County, Pennsylvania, a portion of Spring Township, Berks County, Pennsylvania, adjacent to the said Borough of Sinking Spring, and hereinafter fully described, and providing that the aforesaid territory shall be annexed to and become a part of the aforesaid Borough, if the annexation thereof shall be approved by the Court of Quarter Sessions of Berks County, Pennsylvania			1963-08-15		1963-08-15		t			\N							
4786	5300	Ordinance				[Charter]	1	2	1864-09-20				t			\N							
4787	5300	Ordinance		193		Annexing adjacent land to the Borough			1927-09-06		1927-09-06		t			\N							
4788	5300	Ordinance		267		Annexing 32.1455 acres of land formerly in Washington Township			1952-08-12		1952-08-12		t			\N							
4789	5300	Ordinance		309		Annexing 72 acres 129 perches of land formerly in Washington Township			1957-09-30		1957-09-30		t			\N							
4790	5300	Ordinance		340		Annexing 134.06 acres of land formerly in Washington Township			1963-04-08		1963-04-08		t			\N							
4791	5300	Ordinance		348		Annexing 134.06 acres of land formerly in Washington Township			1963-11-11				t			\N							
4792	5300	Ordinance		358		Annexing 73.026 acres of land formerly in Washington Township			1965-~01-~01				t			\N							
4793	5300	Ordinance		96		Extending the borough limits			1904-11-14		1904-11-14		t			\N							
4794	5302	Minute	School District			"It was recommended that the Board direct the solicitor to prepare petitions to place the annexation of the Slippery Rock Area Elementary School property by Slippery Rock Borough on the spring primary ballot. The solicitor noted that the legislature has not yet voted a simple annex procedure. Therefore petitions must be circulated in Slippery Rock Township to request the annexation, and in Slippery Rock Borough to permit the annexation. The question would then be on the spring primary ballot in both municipalities. This was tried two years ago and not enough signatures were obtained. A certain percentage of those who voted in the last general election are needed. John Peterson moved to direct the Solicitor to prepare the necessary petitions to annex the land and building of Slippery Rock Area Elementary School into Slippery Rock Borough and to prepare the necessary petitions to permit the annexation by Slippery Rock Township residents. The motion was seconded by Asa Wiley and carried unanimously. It was noted that Slippery Rock Borough entirely surrounds this property."	283	283	1978-12-11				t			\N							
4795	5302	Ordinance		81		[Providing for the admission of the within described territory into the municipal territory of the Boro of Slippery Rock]			1921-06-03		1921-06-03		t			\N							
4796	5302	Ordinance		77					1913-12-04		1913-12-05		t			\N							
4797	5302	Ordinance		107		Providing for the annexation of certain lands in Slippery Rock Township, adjacent to the Borough of Slippery Rock, Butler County, Pennsylvania			1930-03-07		1930-03-07		t			\N							
4798	5302	Ordinance		220		Approving the petition of William R. Cole and Angelo A. Just for the annexation of certain territory of the Township of Slippery Rock to the Borough of Slippery Rock	87	88	1963-04-02		1963-04-02		t			\N							
4799	5302	Ordinance		247					1966-12-06		1966-12-06		t			\N							
4800	5311	Ordinance		5	1970	Approving the petition for annexing to the Township of Smithfield, Huntingdon County, Pennsylvania, a section of Walker Township, Huntingdon County, Pennsylvania, adjacent to and south of the said Township of Smithfield and hereinafter fully described and providing that the said territory shall be annexed to and become a part of the said township, if the annexation thereof shall be approved by the Court of Common Pleas of Huntingdon County, Pennsylvania			1970-05-04				t			\N							
4801	5313	Ordinance		119		Annexing to the Borough of Smithton, Westmoreland County, Pennsylvania, a section of South Huntingdon Township, Westmoreland County, Pennsylvania			1964-09-14		1964-09-14		t			\N							
4802	5315	Ordinance		115		Approving the petition for annexation to the Borough of Snow Shoe of a portion of Snow Shoe Township, Centre County, Pa., adjacent to and south of the Borough, the land being hereinafter described; and providing that said territory shall be annexed and become a part of said Borough as and when the annexation shall be approved by the Court of Quarter Sessions of Centre County			1960-12-06				t			\N							
4803	5315	Ordinance		117					1962-06-05				t			\N							
4804	5315	Ordinance		118		Approving the petition for annexation to the Borough of Snow Shoe of a portion of Snow Shoe Township, Centre County, Pennsylvania, adjacent to the easterly line of the Borough, said land being owned by the Bald Eagle Joint School Authority and said land being hereinafter more fully described, providing that said territory shall be annexed to and shall become a part of said Borough as and when the annexation shall be approved by the Court of Quarter Sessions of Centre County, Pa.			1964-05-11				t			\N							
4805	5321	Minute				[Adoption of ordinance, with full text]	102A	103	1947-04-07				t			\N							
4806	5321	Minute				[Adoption of ordinance, with full text]	251	253	1941-04-07				t			\N							
4807	5321	Minute				[Adoption of ordinance, with full text]	333	334	1942-01-12				t			\N							
4808	5321	Minute				[Adoption of ordinance, with full text]	334	336	1942-01-12				t			\N							
4809	5321	Minute				[Adoption of ordinance, with full text]	360	361	1942-04-06				t			\N							
4810	5321	Minute				[Adoption of ordinance, with full text]	391	393	1924-08-07				t			\N							
4811	5321	Minute				"Petition for annexation of Block 2 in Highland Addition read and referred to Solicitor for opinion."	410	410	1932-12-05				t			\N							
4812	5321	Minute				[Adoption of ordinance, with full text]	475	477	1933-07-03				t			\N							
4813	5321	Minute				[Adoption of ordinance, with full text]	52	53	1945-12-03				t			\N							
4814	5321	Minute				[Adoption of ordinance, with full text]	70A	71A	1946-06-03				t			\N							
4815	5321	Minute				[Adoption of ordinance, with full text]	83	83A	1946-10-07				t			\N							
4816	5321	Minute				[Adoption of ordinance, with full text]	91A	92	1947-01-06				t			\N							
4817	5321	Ordinance				[Annexation of certain adjacent land to the Borough of Somerset]			1919-11-04		1919-11-04		t			\N							1
4818	5321	Ordinance				[Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and South of said Borough, as herein described]			1934-09-17		1934-09-17		t			\N							2
4819	5321	Ordinance				Annexing certain adjacent land and territory situate in the Township of Somerset, County of Somerset and State of Pennsylvania, to the Borough of Somerset			1924-08-07		1924-08-12		t			\N							3
4820	5321	Ordinance				Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and west of said Borough, as herein described			1933-07-03		1933-07-03		t			\N							4
4821	5321	Ordinance				Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and west of said Borough, as herein described			1933-10-02		1933-10-02		t			\N							5
4822	5321	Ordinance		244		Annexing to the Borough of Somerset certain adjacent land upon the petition of a majority of the freeholders of the territory hereinafter described and hereby annexed			1919-11-04		1919-11-04		t			\N							
4823	5321	Ordinance		332		Annexing certain adjacent land and territory situate in the township of Somerset, County of Somerset and State of Pennsylvania, to the Borough of Somerset			1927-02-07		1927-02-07		t			\N							
4824	5321	Ordinance		356		Annexing to the Borough of Somerset certain adjacent land upon the petition of a majority of the free-holders of the territory hereinafter described and hereby annexed			1927-09-05		1927-09-06		t			\N							
4825	5321	Ordinance		588		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and east of said Borough, as herein described			1941-04-07		1941-04-14		t			\N							
4826	5321	Ordinance		601		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and south east of said Borough, as herein described			1942-01-12		1942-01-12		t			\N							
4827	5321	Ordinance		602		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and north west of said Borough, as herein described			1942-01-12		1942-01-12		t			\N							
4828	5321	Ordinance		605		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania adjacent to and north of said borough, as herein described			1942-04-06		1942-04-06		t			\N							
4829	5321	Ordinance		626		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and southwest of said Borough, as herein described			1945-12-03		1945-12-03		t			\N							
4830	5321	Ordinance		632		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and east of said Borough, as herein described			1946-06-03		1946-06-03		t			\N							
4831	5321	Ordinance		635		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and west of said Borough, as herein described			1946-10-07		1946-10-07		t			\N							
4832	5321	Ordinance		636		Annexing to the Borough of Somerset a section of Somerset Township, Pennsylvania, adjacent to and west of said Borough, as herein described			1947-01-06		1947-01-06		t			\N							
