eventid	eventtype	eventmethod	eventlong	eventfrom	eventto	eventgranted	eventeffective	eventeffectivetypestatutory	eventeffectivetypepresumedsource	eventisrelevant	eventeffectiveorder	eventismapped	eventismappedtype	government
9846	2	1	Oxford Township-Knowlton Township 1844 Annexation	1844	1844	yes	1844-03-13	\N	1		0	f		\N
9847	10	1	Perth Amboy Township-Perth Amboy City 1844 Separation	1844	1844	yes	1844-04-08	\N	4		0	f		\N
9848	36	1	Rockaway Township 1844 Creation	1844	1844	yes	1844-04-08	\N	4		0	f		\N
9849	36	1	Spicer Township 1844 Creation	1844	1844	yes	1844-03-13	\N	4		0	f		\N
9850	2	1	Trenton City-Lawrence Township 1844 Annexation	1844	1844	yes	1844-03-14	\N	1		0	f		\N
9851	9	1	Washington Township-Harrington Township 1844 Merger	1844	1844	yes	1844-04-08	\N	4		0	f		\N
9852	35	1	Belvidere Town 1845 Creation	1845	1845	yes	1845-04-07	\N	4		0	f		\N
9853	36	1	Blairstown Township 1845 Creation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9854	36	1	Branchburg Township 1845 Creation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9855	36	1	Bridgeton Township 1845 Creation	1845	1845	yes	1845-03-03	\N	4		0	f		\N
9856	34	1	Southampton Township 1845 Creation	1845	1845	yes	1845-04-01	\N	1		0	f		\N
9857	36	1	Coaxen Township 1845 Creation	1845	1845	yes	1845-03-10	\N	4		0	f		\N
9858	9	1	Columbia Township 1845 Dissolution	1845	1845	yes	1845-03-13	\N	1		0	f		\N
9859	36	1	Franklin Township 1845 Creation	1845	1845	yes	1845-04-07	\N	4		0	f		\N
9860	2	1	Hopewell Township-Stow Creek Township-Greenwich Township 1845 Annexation	1845	1845	yes	1845-03-13	\N	1		0	f		\N
9861	2	1	Hunterdon County-Mercer County 1845 Annexation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9862	36	1	Lafayette Township 1845 Creation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9863	2	1	Millstone Township-Monroe Township 1845 Annexation	1845	1845	yes	1845-03-21	\N	1		0	f		\N
9864	2	1	New Brunswick City 1845 Annexation	1845	1845	yes	1845-04-04	\N	1		0	f		\N
9865	36	1	Plumsted Township 1845 Creation	1845	1845	yes	1845-03-11	\N	4		0	f		\N
9866	2	1	Somerset County-Hunterdon County 1845 Annexation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9867	36	1	Sparta Township 1845 Creation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9868	34	1	Harrison Township 1845 Creation	1845	1845	yes	1845-04-01	\N	1		0	f		\N
9869	2	1	Upper Township-Maurice River Township 1845 Annexation	1845	1845	yes	1845-02-26	\N	1		0	f		\N
9870	36	1	Washington Township (NJ) 1845 Creation	1845	1845	yes	1845-04-14	\N	4		0	f		\N
9871	36	1	Winslow Township 1845 Creation	1845	1845	yes	1845-03-08	\N	1		0	f		\N
9872	36	1	Amwell Township 1846 Creation	1846	1846	yes	1846-04-06	\N	4		0	f		\N
9873	2	1	Independence Township-Hardwick Township 1846 Annexation	1846	1846	yes	1846-02-27	\N	1		0	f		\N
9874	2	1	Jackson Township-Millstone Township 1846 Annexation	1846	1846	yes	1846-03-06	\N	1		0	f		\N
9875	36	1	Pemberton Township 1846 Creation	1846	1846	yes	1846-03-10	\N	4		0	f		\N
9876	36	1	Union Township 1846 Creation	1846	1846	yes	1846-03-10	\N	4		0	f		\N
9877	36	1	Upper Pittsgrove Township 1846 Creation	1846	1846	yes	1846-03-10	\N	4		0	f		\N
9878	36	1	Atlantic Township 1847 Creation	1847	1847	yes	1847-02-18	\N	1		0	f		\N
9879	36	1	Medford Township 1847 Creation	1847	1847	yes	1847-03-01	\N	4		0	f		\N
9880	2	1	Monroe Township-Millstone Township 1847 Annexation	1847	1847	yes	1847-02-24	\N	1		0	f		\N
9881	36	1	Plainfield Township 1847 Creation	1847	1847	yes	1847-04-01	\N	4		0	f		\N
9882	36	1	Wayne Township 1847 Creation	1847	1847	yes	1847-02-10	\N	1		0	f		\N
9883	10	1	Camden Township-Camden City 1848 Separation	1848	1848	yes	1848-02-25	\N	1		0	f		\N
9884	30	1	Cape Island Borough 1848 Creation	1848	1848	yes	1848-03-08	\N	1		0	f		\N
9885	36	1	Cohansey Township 1848 Creation	1848	1848	yes	1848-03-02	\N	1		0	f		\N
9886	36	1	Frelinghuysen Township 1848 Creation	1848	1848	yes	1848-04-10	\N	1		0	f		\N
9887	36	1	Manalapan Township 1848 Creation	1848	1848	yes	1848-03-09	\N	1		0	f		\N
9888	36	1	Marlboro Township 1848 Creation	1848	1848	yes	1848-02-17	\N	1		0	f		\N
9889	36	1	Raritan Township 1848 Creation	1848	1848	yes	1848-02-25	\N	1		0	f		\N
9890	2	1	Chesterfield Township-Nottingham Township-Bordentown Borough 1849 Annexation	1849	1849	yes	1849-02-13	\N	1		0	f		\N
9891	36	1	Hoboken Township 1849 Creation	1849	1849	yes	1849-04-09	\N	4		0	f		\N
9892	36	1	Hohokus Township 1849 Creation	1849	1849	yes	1849-04-09	\N	4		0	f		\N
9893	35	1	Lambertville Town 1849 Creation	1849	1849	yes	1849-03-01	\N	1		0	f		\N
9894	5	1	New Brunswick City 1849 Charter Amendment	1849	1849	yes	1849-02-20	\N	1		0	f		\N
9895	36	1	Ocean Township 1849 Creation	1849	1849	yes	1849-02-24	\N	1		0	f		\N
9896	2	1	Upper Freehold Township-Plumsted Township 1849 Annexation	1849	1849	yes	1849-03-02	\N	1		0	f		\N
9897	36	1	Washington Township 1849 Creation	1849	1849	yes	1849-04-09	\N	4		0	f		\N
9898	30	1	Beverly Borough 1850 Creation	1850	1850	yes	1850-03-05	\N	1		0	f		\N
9899	5	1	Camden City 1850 Charter Amendment	1850	1850	yes	1850-03-11	\N	4		0	f		\N
9900	30	1	Fieldsboro Borough 1850 Creation	1850	1850	yes	1850-03-07	\N	1		0	f		\N
9901	2	1	Franklin Township-North Brunswick Township 1850 Annexation	1850	1850	yes	1850-04-08	\N	4		0	f		\N
9902	2	1	Northampton Township-Pemberton Township 1850 Annexation	1850	1850	yes	1850-03-05	\N	1		0	f		\N
9903	33	1	Ocean County 1850 Creation	1850	1850	yes	1850-02-15	\N	1		0	f		\N
9904	36	1	Westampton Township 1850 Creation	1850	1850	yes	1850-03-06	\N	1		0	f		\N
9905	2	1	Burlington Township-Burlington City 1851 Annexation	1851	1851	yes	1851-03-18	\N	4		0	f		\N
9906	31	1	Cape Island City 1851 Creation	1851	1851	yes	1851-03-10	\N	4		0	f		\N
9907	2	1	Howell Township-Dover Township 1851 Annexation	1851	1851	yes	1851-03-18	\N	1		0	f		\N
9908	2	1	Jackson Township-Upper Freehold Township 1851 Annexation	1851	1851	yes	1851-03-18	\N	1		0	f		\N
9909	31	1	Paterson City 1851 Creation	1851	1851	yes	1851-04-14	\N	4		0	f		\N
9910	36	1	Phillipsburg Township 1851 Creation	1851	1851	yes	1851-03-07	\N	1		0	f		\N
9911	9	1	South Trenton Borough-Trenton City 1851 Merger	1851	1851	yes	1851-04-14	\N	4		0	f		\N
9912	9	1	Van Vorst Township-Jersey City City 1851 Merger	1851	1851	yes		\N	\N		0	f		\N
9913	36	1	Wall Township 1851 Creation	1851	1851	yes	1851-03-07	\N	1		0	f		\N
9914	36	1	Bordentown Township 1852 Creation	1852	1852	yes	1852-03-08	\N	4		0	f		\N
9915	2	1	Hohokus Township-Washington Township 1852 Annexation	1852	1852	yes	1852-04-05	\N	4		0	f		\N
9916	35	1	Hudson Town 1852 Creation	1852	1852	yes	1852-04-12	\N	4		0	f		\N
9917	2	1	Mansfield Township-Oxford Township 1852 Annexation	1852	1852	yes	1852-03-06	\N	1		0	f		\N
9918	2	1	Newark City-Clinton Township 1852 Annexation	1852	1852	yes	1852-02-19	\N	1		0	f		\N
9919	2	1	Newton Township-Delaware Township 1852 Annexation	1852	1852	yes	1852-02-14	\N	1		0	t		\N
9920	36	1	Shamong Township 1852 Creation	1852	1852	yes	1852-02-19	\N	1		0	f		\N
9921	36	1	Union Township 1852 Creation	1852	1852	yes	1852-04-05	\N	4		0	f		\N
9922	2	1	Vernon Township-Hardyston Township 1852 Annexation	1852	1852	yes	1852-04-13	\N	4		0	f		\N
9923	35	1	Hackettstown Town 1853 Creation	1853	1853	yes	1853-03-09	\N	1		0	f		\N
9924	30	1	Hightstown Borough 1853 Creation	1853	1853	yes	1853-03-05	\N	1		0	f		\N
9925	36	1	Mantua Township 1853 Creation	1853	1853	yes	1853-02-23	\N	1		0	f		\N
9926	2	1	Newton Township-Green Township 1853 Annexation	1853	1853	yes	1853-04-01	\N	4		0	f		\N
9927	36	1	Union Township 1853 Creation	1853	1853	yes	1853-02-17	\N	1		0	f		\N
9928	2	1	Washington Township-Chester Township 1853 Annexation	1853	1853	yes	1853-04-01	\N	4		0	f		\N
9929	2	1	West Windsor Township-Princeton Township 1853 Annexation	1853	1853	yes	1853-03-09	\N	1		0	f		\N
9930	31	1	Atlantic City City 1854 Creation	1854	1854	yes	1854-05-01	\N	4		0	f		\N
9931	2	1	Delaware Township-Raritan Township-West Amwell Township-East Amwell Township 1854 Annexation	1854	1854	yes	1854-04-03	\N	4		0	f		\N
9932	4	1	Hohokus Township-Franklin Township 1854 Boundary Realignment	1854	1854	yes	1854-03-02	\N	1		0	f		\N
9933	2	1	Manchester Township-Paterson City 1854 Annexation	1854	1854	yes	1854-04-10	\N	4		0	f		\N
9934	2	1	Pemberton Township-Westampton Township 1854 Annexation	1854	1854	yes	1854-03-10	\N	1		0	f		\N
9935	30	1	Woodbury Borough 1854 Creation	1854	1854	yes	1854-03-27	\N	99		0	f		\N
9936	35	1	Bergen Town 1855 Creation	1855	1855	yes	1855-03-24	\N	1		0	f		\N
9937	36	1	Centre Township 1855 Creation	1855	1855	yes	1855-03-06	\N	1		0	f		\N
9938	31	1	Elizabeth City 1855 Creation	1855	1855	yes		\N	\N		0	f		\N
9939	4	1	Franklin Township-South Brunswick Township 1855 Boundary Realignment	1855	1855	yes	1855-03-29	\N	1		0	f		\N
9940	31	1	Hoboken City 1855 Creation	1855	1855	yes		\N	\N		0	f		\N
9941	31	1	Hudson City 1855 Creation	1855	1855	yes		\N	\N		0	f		\N
9942	2	1	Manchester Township-Paterson City 1855 Annexation	1855	1855	yes	1855-03-30	\N	1		0	f		\N
9943	2	1	North Brunswick Township-South Brunswick Township 1856 Annexation	1856	1856	yes	1856-03-13	\N	1		0	f		\N
9944	9	1	Nottingham Township-Hamilton Township-Trenton City 1856 Merger	1856	1856	yes	1856-04-14	\N	4		0	f		\N
9945	31	1	Beverly City 1857 Creation	1857	1857	yes	1857-04-13	\N	4		0	f		\N
9946	4	1	Burlington County-Ocean County 1857 Boundary Realignment	1857	1857	yes		\N	\N		0	f		\N
9947	2	1	Hackettstown Town-Mansfield Township 1857 Annexation	1857	1857	yes	1857-03-19	\N	1		0	f		\N
9948	4	1	Hightstown Borough 1857 Boundary Realignment	1857	1857	yes	1857-03-20	\N	1		0	f		\N
9949	36	1	Holmdel Township-Matavan Township 1857 Creation	1857	1857	yes	1857-02-23	\N	1		0	f		\N
9950	36	1	Millburn Township 1857 Creation	1857	1857	yes	1857-03-20	\N	1		0	f		\N
9951	33	1	Union County 1857 Creation	1857	1857	yes	1857-04-13	\N	4		0	f		\N
9952	36	1	Clayton Township 1858 Creation	1858	1858	yes	1858-02-05	\N	1		0	f		\N
9953	31	1	Egg Harbor City 1858 Creation	1858	1858	yes	1858-06-14	\N	4		0	t		\N
9954	2	1	Lawrence Township-Ewing Township 1858 Annexation	1858	1858	yes	1858-03-16	\N	1		0	f		\N
9955	4	1	North Brunswick Township-South Brunswick Township-Franklin Township 1858 Boundary Realignment	1858	1858	yes	1858-02-06	\N	1		0	f		\N
9956	63	7	Plainfield Village 1858 Creation	1858	1858	yes		\N	\N		0	f		\N
9957	31	1	Rahway City 1858 Creation	1858	1858	yes	1858-04-19	\N	4		0	f		\N
9958	31	1	Salem City 1858 Creation	1858	1858	yes	1858-02-25	\N	1		0	f		\N
9959	2	1	Trenton City-Ewing Township 1858 Annexation	1858	1858	yes	1858-02-12	\N	1		0	f		\N
9960	2	1	Washington Township-Roxbury Township 1858 Annexation	1858	1858	yes	1858-03-11	\N	1		0	f		\N
9961	2	1	Alexandria Township-Bethlehem Township 1859 Annexation	1859	1859	yes	1859-03-16	\N	1		0	f		\N
9962	36	1	Beverly Township 1859 Creation	1859	1859	yes	1859-03-01	\N	1		0	f		\N
9963	2	1	Gloucester Township-Winslow Township to Waterford Township 1859 Annexation	1859	1859	yes	1859-03-23	\N	1		0	t		\N
9964	35	1	Guttenberg Town 1859 Creation	1859	1859	yes	1859-03-09	\N	1		0	f		\N
9965	36	1	Monroe Township 1859 Creation	1859	1859	yes	1859-03-03	\N	1		0	f		\N
9966	4	1	Rahway City 1859 Boundary Description Rewording	1859	1859	yes	1859-03-23	\N	1		0	f		\N
9967	36	1	Stockton Township 1859 Creation	1859	1859	yes	1859-02-23	\N	1		0	f		\N
9968	4	1	Washington Township-Roxbury Township 1859 Boundary Description Rewording	1859	1859	yes	1859-03-15	\N	1		0	f		\N
9969	36	1	Weehawken Township 1859 Creation	1859	1859	yes	1859-03-15	\N	1		0	f		\N
9970	63	1	Carlstadt Village 1860 Creation	1860	1860	yes	1860-03-12	\N	1		0	f		\N
9971	36	1	Cinnaminson Township 1860 Creation	1860	1860	yes	1860-03-15	\N	1		0	f		\N
9972	36	1	East Brunswick Township 1860 Creation	1860	1860	yes	1860-02-28	\N	1		0	f		\N
9973	36	1	Lumberton Township 1860 Creation	1860	1860	yes	1860-03-14	\N	1		0	f		\N
9974	2	1	Mansfield Township-Hackettstown Town 1860 Annexation	1860	1860	yes	1860-03-01	\N	1		0	f		\N
9975	36	1	New Brunswick Township 1860 Creation	1860	1860	yes	1860-02-28	\N	1		0	f		\N
9976	35	1	Orange Town 1860 Creation	1860	1860	yes	1860-01-31	\N	1		0	f		\N
9977	36	1	Washington Township 1860 Creation	1859	1860	yes	1860-03-01	\N	4		0	f		\N
9978	2	1	Woodbridge Township-Rahway Township 1860 Annexation	1860	1860	yes	1860-04-09	\N	4		0	f		\N
9979	36	1	Bayonne Township 1861 Creation	1861	1861	yes	1861-04-08	\N	4		0	f		\N
9980	4	1	Egg Harbor City 1861 Boundary Description Rewording	1861	1861	yes	1861-02-25	\N	1		0	f		\N
9981	36	1	Linden Township 1861 Creation	1861	1861	yes	1861-03-04	\N	1		0	f		\N
9982	10	1	New Brunswick City 1861 Separation	1861	1861	yes	1861-05-13	\N	4		0	f		\N
9983	36	1	Union Township-West Hoboken Township 1861 Creation	1861	1861	yes	1861-02-28	\N	1		0	f		\N
9984	5	1	Paterson City 1861 Charter Amendment	1861	1861	yes	1861-03-14	\N	1		0	f		\N
9985	35	1	Phillipsburg Town 1861 Creation	1861	1861	yes	1861-03-08	\N	1		0	f		\N
9986	10	1	Rahway City 1861 Separation	1861	1861	yes	1861-03-18	\N	4		0	f		\N
9987	2	1	Rahway Township-Union Township 1861 Annexation	1861	1861	yes	1861-03-07	\N	1		0	f		\N
9988	2	1	Readington Township-Tewksbury Township 1861 Annexation	1861	1861	yes	1861-03-08	\N	1		0	f		\N
9989	36	1	South Orange Township 1861 Creation	1861	1861	yes	1861-04-01	\N	4		0	f		\N
9990	9	1	Bergen Township-Bergen Town 1862 Merger	1862	1862	yes	1862-03-11	\N	1		0	f		\N
9991	36	1	Fairmount Township 1862 Creation	1862	1862	yes	1862-03-11	\N	1		0	f		\N
9992	36	1	East Orange Township 1863 Creation	1863	1863	yes	1863-03-04	\N	1		0	f		\N
9993	2	1	Elizabeth City-Linden Township-Union Township 1863 Annexation	1863	1863	yes	1863-03-06	\N	1		0	f		\N
9994	36	1	Greenville Township 1863 Creation	1863	1863	yes	1863-04-14	\N	4		0	f		\N
9995	2	1	Millburn Township-South Orange Township 1863 Annexation	1863	1863	yes	1863-02-25	\N	1		0	f		\N
9996	5	1	New Brunswick City 1863 Charter Amendment	1863	1863	yes	1863-03-18	\N	1		0	f		\N
9997	34	1	Lopatcong Township 1863 Creation	1863	1863	yes	1863-03-18	\N	1		0	f		\N
9998	35	1	Somerville Town 1863 Creation	1863	1863	yes	1863-03-25	\N	1		0	f		\N
9999	36	1	West Orange Township 1863 Creation	1863	1863	yes	1863-04-10	\N	4		0	f		\N
10000	36	1	Bass River Township 1864 Creation	1864	1864	yes	1864-03-30	\N	1		0	f		\N
10001	36	1	Clark Township 1864 Creation	1864	1864	yes	1864-03-23	\N	1		0	f		\N
10002	36	1	Landis Township 1864 Creation	1864	1864	yes	1864-03-07	\N	1		0	f		\N
10003	36	1	Andover Township-Hampton Township-Newton Town 1864 Creation	1864	1864	yes	1864-04-11	\N	4		0	t		\N
10004	35	1	Union Town 1864 Creation	1864	1864	yes	1864-03-29	\N	1		0	f		\N
10005	4	1	Bass River Township 1865 Boundary Realignment	1865	1865	yes	1865-03-30	\N	1		0	f		\N
10006	31	1	Bridgeton City 1865 Creation	1864	1865	yes	1865-03-01	\N	4		0	f		\N
10007	35	1	Clinton Town 1865 Creation	1855	1865	yes	1865-04-05	\N	1		0	f		\N
10008	36	1	Haddon Township 1865 Creation	1865	1865	yes	1865-02-23	\N	1		0	f		\N
10009	36	1	Manchester Township 1865 Creation	1865	1865	yes	1865-04-06	\N	1		0	f		\N
10010	35	1	Morristown Town 1865 Creation	1865	1865	yes	1865-05-08	\N	4		0	f		\N
10011	35	1	Boonton Town 1866 Creation	1866	1866	yes	1866-03-16	\N	1		0	f		\N
10012	35	1	Hammonton Town 1866 Creation	1866	1866	yes	1866-03-05	\N	1		0	f		\N
10013	31	1	Millville City 1866 Creation	1866	1866	yes	1866-03-01	\N	4		0	f		\N
10014	2	1	Morristown Town 1866 Annexation	1866	1866	yes	1866-03-15	\N	1		0	f		\N
10015	2	1	North Bergen Township-Union Town 1866 Annexation	1866	1866	yes	1866-03-20	\N	1		0	f		\N
10016	36	1	Passaic Township 1866 Creation	1866	1866	yes	1866-03-23	\N	1		0	f		\N
10017	36	1	Woodland Township 1866 Creation	1866	1866	yes	1866-03-07	\N	1		0	f		\N
10018	5	1	Boonton Town 1867 Charter Amendment	1867	1867	yes	1867-03-18	\N	1		0	f		\N
10019	31	1	Bordentown City 1867 Creation	1867	1867	yes	1867-04-03	\N	1		0	f		\N
10020	36	1	Buena Vista Township 1867 Creation	1867	1867	yes	1867-03-05	\N	1		0	t		\N
10021	2	1	Clark Township-Rahway City 1867 Annexation	1867	1867	yes	1867-03-27	\N	1		0	f		\N
10022	30	1	Frenchtown Borough 1867 Creation	1867	1867	yes	1867-04-04	\N	1		0	f		\N
10023	36	1	Kearney Township 1867 Creation	1867	1867	yes	1867-04-08	\N	4		0	f		\N
10024	36	1	Lincoln Township 1867 Creation	1867	1867	yes	1867-03-06	\N	1		0	f		\N
10025	62	1	Long Branch Commission 1867 Creation	1867	1867	yes	1867-04-11	\N	1		0	f		\N
10026	36	1	Boonton Township-Montville Township 1867 Creation	1867	1867	yes	1867-04-11	\N	1		0	f		\N
10027	2	1	Salem County-Cumberland County 1867 Annexation	1867	1867	yes	1867-05-13	\N	4		0	f		\N
10028	31	1	Bergen City 1868 Creation	1868	1868	yes	1868-03-11	\N	1		0	f		\N
10029	2	1	Cumberland County-Salem County 1868 Annexation	1868	1868	yes	1868-03-01	\N	4		0	f		\N
10030	4	1	Egg Harbor City 1868 Boundary Realignment	1868	1868	yes	1868-02-13	\N	1		0	f		\N
10031	2	1	Franklin Township-Clayton Township 1868 Annexation	1868	1868	yes	1868-04-07	\N	1		0	f		\N
10032	62	1	Hackensack Commission 1868 Creation	1868	1868	yes	1868-04-01	\N	1		0	f		\N
10033	9	1	Lincoln Township-Ocean Township 1868 Merger	1868	1868	yes	1868-04-03	\N	1		0	f		\N
10034	36	1	Little Falls Township 1868 Creation	1868	1868	yes	1868-04-02	\N	1		0	f		\N
10035	36	1	Montclair Township 1868 Creation	1868	1868	yes	1868-04-21	\N	4		0	f		\N
10036	35	1	Raritan Town 1868 Creation	1868	1868	yes	1868-04-03	\N	1		0	f		\N
10037	31	1	Gloucester City City 1868 Creation	1868	1868	yes	1868-02-25	\N	1		0	f		\N
10038	30	1	Washington Borough 1868 Creation	1868	1868	yes	1868-02-20	\N	1		0	f		\N
10039	2	1	Acquackanonk Township-Little Falls Township-Paterson City 1869 Annexation	1869	1869	yes	1869-03-17	\N	1		0	f		\N
10040	2	1	Andover Township-Newton Town 1869 Annexation	1869	1869	yes	1869-03-24	\N	1		0	t		\N
10041	31	1	Bayonne City 1869 Creation	1869	1869	yes		\N	\N		0	f		\N
10042	4	1	Belleville Township-Woodside Township 1869 Boundary Realignment	1869	1869	yes	1869-04-02	\N	1		0	f		\N
10043	4	1	Beverly Township-Willingboro Township 1869 Boundary Realignment	1869	1869	yes	1869-03-31	\N	1		0	f		\N
10044	35	1	Bloomington Town 1869 Creation	1869	1869	yes	1869-03-16	\N	1		0	f		\N
10045	35	1	Bound Brook Town 1869 Creation	1869	1869	yes	1869-03-24	\N	1		0	t		\N
10046	31	1	Cape May City 1869 Creation	1869	1869	yes	1869-03-09	\N	4		0	f		\N
10047	2	1	Clinton Township-Newark City 1869 Annexation	1869	1869	yes	1869-03-24	\N	1		0	f		\N
10048	35	1	Dover Town 1869 Creation	1869	1869	yes	1869-04-01	\N	1		0	f		\N
10049	2	1	Egg Harbor Township-Atlantic City City 1869 Annexation	1869	1869	yes	1869-04-02	\N	1		0	f		\N
10050	35	1	Freehold Town 1869 Creation	1869	1869	yes	1869-03-25	\N	1		0	f		\N
10051	2	1	Hackensack Commission 1869 Annexation	1869	1869	yes	1869-03-31	\N	1		0	f		\N
10052	35	1	Harrison Town 1869 Creation	1869	1869	yes	1869-03-25	\N	1		0	f		\N
10053	36	1	Madison Township 1869 Creation	1869	1869	yes	1869-03-02	\N	1		0	f		\N
10054	5	1	Passaic Village 1869 Charter Amendment	1869	1869	yes	1869-03-10	\N	1		0	f		\N
10055	31	7	Plainfield City 1869 Creation	1869	1869	yes		\N	\N		0	f		\N
10056	2	1	Plumsted Township-Upper Freehold Township 1869 Annexation	1869	1869	yes	1869-04-01	\N	4		0	f		\N
10057	63	1	South Orange Village 1869 Creation	1869	1869	yes	1869-05-04	\N	29		0	f		\N
10058	36	1	Summit Township 1869 Creation	1869	1869	yes	1869-03-23	\N	1		0	f		\N
10059	36	1	Woodside Township 1869 Creation	1869	1869	yes	1869-03-24	\N	1		0	f		\N
10060	35	1	Flemington Town 1870 Creation	1870	1870	yes	1870-03-14	\N	1		0	f		\N
10061	9	1	Hudson City-Bergen City-Jersey City City 1870 Merger	1869	1870	yes	1870-05-02	\N	4		0	f		\N
10062	35	1	Keyport Town 1870 Creation	1870	1870	yes	1870-03-17	\N	1		0	f		\N
10063	36	1	Randolph Township 1870 Creation	1870	1870	yes	1870-03-17	\N	1		0	f		\N
10064	36	1	Raritan Township 1870 Creation	1870	1870	yes	1870-03-17	\N	1		0	f		\N
10065	35	1	Red Bank Town 1870 Creation	1870	1870	yes	1870-03-17	\N	1		0	f		\N
10066	35	1	Washington Town 1870 Creation	1870	1870	yes	1870-02-23	\N	1		0	f		\N
10067	2	1	Bridgewater Township-Somerville Town 1871 Annexation	1871	1871	yes	1871-03-31	\N	1		0	f		\N
10068	2	1	Camden County-Gloucester County 1871 Annexation	1871	1871	yes	1871-02-28	\N	1		0	f		\N
10069	36	1	Cranford Township 1871 Creation	1871	1871	yes	1871-03-14	\N	1		0	f		\N
10070	36	1	Englewood Township-Palisades Township-Ridgefield Township 1871 Creation	1871	1871	yes	1871-04-03	\N	4		0	f		\N
10071	36	1	High Bridge Township 1871 Creation	1871	1871	yes	1871-03-29	\N	1		0	f		\N
10072	36	1	Lacey Township 1871 Creation	1871	1871	yes	1871-03-23	\N	1		0	f		\N
10073	36	1	Midland Township 1871 Creation	1871	1871	yes	1871-04-03	\N	4		0	f		\N
10074	36	1	Mount Olive Township 1871 Creation	1871	1871	yes	1871-03-22	\N	1		0	f		\N
10075	2	1	Newton Township-Camden City 1871 Annexation	1871	1871	yes	1871-03-01	\N	1		0	f		\N
10076	9	1	Newton Township-Haddon Township 1871 Merger	1871	1871	yes	1871-03-07	\N	1		0	f		\N
10077	2	1	Oxford Township-Harmony Township 1871 Annexation	1871	1871	yes	1871-04-06	\N	1		0	f		\N
10078	10	1	Passaic Village 1871 Separation	1871	1871	yes	1871-03-21	\N	1		0	f		\N
10079	5	1	Paterson City 1871 Charter Amendment	1871	1871	yes	1871-03-23	\N	1		0	f		\N
10080	4	1	Piscataway Township-Plainfield Township 1871 Boundary Realignment	1871	1871	yes	1871-04-05	\N	1		0	f		\N
10081	2	1	Randolph Township-Dover Town 1871 Annexation	1871	1871	yes	1871-03-31	\N	1		0	f		\N
10082	2	1	Tewksbury Township-Clinton Township 1871 Annexation	1871	1871	yes	1871-03-29	\N	1		0	f		\N
10083	4	1	Union County-Essex County 1871 Boundary Description Rewording	1871	1871	yes	1871-03-21	\N	1		0	f		\N
10084	2	1	Washington Township-Oxford Township 1871 Annexation	1871	1871	yes	1871-04-04	\N	1		0	f		\N
10085	36	1	West Deptford Township 1871 Creation	1871	1871	yes	1871-03-01	\N	1		0	f		\N
