filingid	filingtype	filingspecific	filingnotpresent	filingdate	filingfiled	filingother	filingothertype	filingnotes	adjudication
9238	25	11th Ward, 1st Election District		1913-11-18	1913-11-18				10946
9239	57				1913-11-24				10947
9240	82				1914-03-30				10945
9241	26			1914-03-30					10945
9242	57				1914-12-21				10948
9243	34			1914-12-21					10948
9244	58								10940
9245	91			1910-12-12					10940
9246	7	by William R. Cook			1910-12-19				10940
9247	34			1911-01-~01					10940
9248	82				1966-07-08				11054
9249	11	by interveners			1967-02-16				11054
9250	11	by City of York			1967-02-15				11054
9251	11	by West Manchester Township			1967-02-15				11054
9252	7	by Borough of Dillsburg, stating ordinance not properly enrolled in Ordinance Book			1965-11-19				11056
9253	22	Ordinance 148 is invalid		1965-11-19					11056
9254	57				1966-08-30				11062
9255	20	by Jackson Township			1966-09-28				11062
9256	7	by Borough of Spring Grove			1966-10-19				11062
9257	97				1966-12-01				11062
9258	55			1966-12-01	1966-12-01				11062
9259	77	order of Quarter Sessions vacated; case remanded for further proceedings in accordance with opinion			1966-09-27				11045
9260	49	leave granted for petitioners to amend description of property to be annexed		1966-12-07	1966-12-07				11045
9261	57	155			1966-12-19				11045
9262	40	of filing Ordinance 155							11045
9263	61				1967-01-23				11045
9264	34			1967-01-23					11045
9265	57				1966-12-05				11063
9266	97				1967-01-26				11057
9267	55			1967-01-26	1967-01-26				11057
9268	97	amending description of property to be annexed to 287.7144 acres			1967-08-15				11057
9269	34			1967-08-14	1967-08-15				11057
9270	60				1967-09-17				11057
9271	25			1967-09-14	1967-09-17				11057
9272	1	bill of costs of commissioners			1967-09-15				11057
9273	58				1967-02-03				11064
9274	26	petitioners to give notice by advertisement; if no exceptions within 30 days, prayer shall be granted		1967-02-03	1967-02-03				11064
9275	99	before Board of Commissioners			1967-01-23				11062
9276	82				1967-01-23				11062
9277	97				1967-02-14				11062
9278	43				1967-03-08				11062
9279	34			1967-03-08	1967-03-08				11062
9280	49	for payment to commissioners		1967-03-17	1967-03-17				11062
9281	62	by Codorus Township		1967-02-18	1967-03-01				11063
9282	91			1967-02-27	1967-03-13				11063
9283	7	by Borough of Jefferson			1967-03-13				11063
9284	43				1967-03-13				11054
9285	34			1967-03-13					11054
9286	60				1967-04-25				11054
9287	25			1967-08-14	1967-08-14				11054
9288	64	to withdraw names from annexation petition			1967-05-02				11061
9289	7	by Borough			1967-05-04				11061
9290	49	extending time to file report		1967-05-16	1967-05-17				11061
9291	58	for return of $150, as Adams County denied annexation & Superior Court upheld			1967-05-31				11053
9292	49	Clerk of Courts to refund $150 to Borough		1967-05-31	1967-05-31				11053
9293	57				1967-06-15				11065
9294	20	by Shrewsbury Township			1967-07-10				11065
9295	49	complaint to be filed upon entry of security			1967-07-10				11065
9296	10				1967-07-10				11065
9297	11	by Dillsburg Borough			1967-04-03				11058
9298	57				1967-12-29				11066
9299	57				1968-01-23				11068
9300	57				1968-02-26				11067
9301	57				1965-10-29				11058
9302	11				1968-02-13				11058
9303	11				1968-02-14				11058
9304	34	Ordinance 148 of October 19, 1965, approved		1968-04-01	1968-04-01				11058
9305	57				1968-06-27				11070
9306	61				1968-08-02				11070
9307	34			1968-08-02	1968-08-02				11070
9308	57				1968-07-03				11069
9309	62	upon Shrewsbury Township by Shrewsbury Borough			1968-08-30				11065
9310	91			1968-08-30	1968-08-30				11065
9311	11	by Shrewsbury Borough			1969-05-06				11065
9312	57				1968-12-31				11071
9313	20	by Fawn Township			1969-01-30				11071
9314	64	by Fawn Township for leave to withdraw objections			1967-06-17				11071
9315	49	leave granted to Fawn Township to withdraw objections		1967-06-17	1967-06-17				11071
9316	57				1969-01-09				1074
9317	57				1969-03-06				1073
9318	61				1969-05-02				1073
9319	34			1969-05-02	1969-05-02				1073
9320	57				1969-05-12				1075
9321	20	by Codorus Township			1969-06-12				1075
9322	91	why annexation should not be set aside and declared null and void		1969-06-12	1969-06-12	1969-06-30	Returnable		1075
9323	11	by Shrewsbury Township			1969-06-03				11065
9324	43				1969-09-30				11065
9325	49	leave granted to Borough to file amended plot		1969-09-30	1969-09-30				11065
9326	34	ordinance declared valid		1969-10-20	1969-10-21				11065
9327	49	Clerk of Courts to refund Shrewsbury Township		1969-11-03	1969-11-03				11065
9328	57				1969-10-15				1076
9329	55			1970-03-20					1076
9330	64	to extend time to file report			1969-05-19				1076
9331	49	time extended to file report			1969-05-19				1076
9332	82				1969-06-08				1076
9333	93			1969-11-14	1970-06-08				1076
9334	57				1969-10-28				1077
9335	20	by Shrewsbury Township			1969-11-25				1077
9336	49	complaint be filed upon entry of security		1969-11-25	1969-11-25				1077
9337	10				1969-11-24				1077
9338	71				1970-03-01				1077
9339	7	to complaint			1971-02-17				1077
9340	61				1969-11-19				11071
9341	34			1969-11-19	1969-11-19				11071
9342	60				1969-12-22				1073
9343	25	to 7th Ward, 1st Precinct		1969-12-22	1969-12-22				1073
9344	20	by Shrewsbury Township			1970-04-03				1078
9345	57				1969-04-10				1078
9346	7	by Borough			1971-02-17				1078
9347	57				1970-04-23				1079
9348	20				1970-09-14				1079
9349	57				1968-05-29				3948
9350	93				1968-05-29				3948
9351	57				1968-03-18				3947
9352	93				1968-03-18	1968-03-18	Service		3947
9353	20	by Spring Township			1968-03-29				3947
9354	65	certification			1968-07-23				3947
9355	49	Borough given leave to amend certification		1968-07-23	1968-07-23				3947
9356	99				1968-09-09				3947
9357	44	objections sustained		1969-05-06	1969-05-07				3947
9358	49				1975-05-09				3947
9359	49				1975-09-16				3947
9360	57				1967-10-06				3946
9361	93				1967-10-06				3946
9362	57				1967-04-06				3945
9363	20				1967-04-27				3945
9364	51			1967-04-27	1967-04-27	1967-07-11	Hearing		3945
9365	10				1967-05-02				3945
9366	99				1967-09-11				3945
9367	32	objections to testimony			1967-09-20				3945
9368	44	Ordinance 617 declared void		1968-01-16	1968-01-16				3945
9369	57				1966-04-08				3941
9370	34			1966-06-06	1966-06-06	1966-05-19	Effective		3941
9371	57				1966-10-10				3942
9372	93				1966-10-11				3942
9373	34			1966-12-27	1966-12-28				3942
9374	99				1966-12-29				3942
9375	49	approving testimony			1966-12-29				3942
9376	57				1966-10-25				3943
9377	96				1966-10-25	1966-10-06	Service		3943
9378	99				1966-12-14				3943
9379	34			1966-12-12	1967-01-23	1966-12-31	Effective		3943
9380	57				1966-10-24				3944
9381	57				1966-02-24				3940
9382	93					1966-02-24	Service		3940
9383	57				1965-09-15				3939
9384	93				1965-09-15				3939
9385	51			1965-10-20		1965-11-23	Hearing		3939
9386	43				1966-01-03				3939
9387	99				1966-01-04				3939
9388	57				1965-09-10				3938
9389	93				1965-09-10	1965-09-10	Service		3938
9390	34			1965-11-15	1965-11-15				3938
9391	99				1965-12-01				3938
9392	20	by Ferguson Township			1964-07-02				3935
9393	20	by College Township			1964-07-02				3935
9394	99				1964-07-29				3935
9395	34	annexation under Ordinance 653 affirmed; proceedings under Ordinances 654 & 655 continued until further disposition by parties by filing complaints thereto		1964-07-28	1964-07-31				3935
9396	57				1964-08-12				3937
9397	57				1964-08-11				3936
9398	93				1964-08-17				3936
9399	51			1964-08-14	1964-08-14	1964-09-21	Hearing		3936
9400	34			1964-09-21	1964-09-21				3936
9401	21	from Department of Public Instruction			1964-02-21				3934
9402	99				1964-03-05				3934
9403	17			1965-02-05					3934
9404	57				1969-02-14				713
9407	57				1963-05-29				3932
9408	51			1963-05-29	1963-05-29	1963-06-24	Hearing		3932
9409	34			1963-06-24	1963-06-28				3932
9410	93				1963-06-28				3932
9411	58				1896-05-09				3885
9412	52			1896-04-27					3885
9413	27			1896-08-29		1896-09-29	First Election		3885
9414	93				1959-02-09				3926
9415	93				1959-02-10	1959-02-10	Service		3927
9416	93				1957-08-28				3922
9417	34			1957-08-28	1957-08-28				3922
9418	57				1958-04-03				3924
9419	93				1958-04-03	1958-04-03	Service		3924
9420	34			1958-06-05	1958-06-05	1958-06-05	Effective		3924
9421	93				1958-04-18	1958-04-18	Service		3925
9422	58				1956-04-13				3917
9423	55			1956-04-12	1956-04-13				3917
9424	93				1956-02-24	1956-02-24	Service		3915
9425	93				1956-02-24				3916
9426	57				1956-02-29				3918
9427	34			1956-04-16	1956-04-16	1956-04-25	Effective		3918
9428	58				1956-09-15				3920
9429	55			1956-08-16	1956-09-15				3920
9430	55			1956-10-01	1956-10-02				3920
9431	55			1956-11-09	1956-11-09				3920
9432	55			1957-01-08	1957-01-08				3920
9433	55			1957-02-12	1957-02-12				3920
9434	55			1957-03-08	1957-03-11				3920
9435	55			1957-04-05	1957-04-05				3920
9436	82				1957-04-24				3920
9437	49	approving bill of costs		1957-04-27	1957-04-27				3920
9438	26			1957-04-27	1957-04-27				3920
9439	34			1957-07-26	1957-07-26				3920
9440	62				1958-04-18				3920
9441	91	why Court should not cause the boundary line to be marked and monumented			1958-04-18	1958-05-06	Returnable		3920
9442	7				1958-05-06				3920
9443	93				1956-12-03				3921
9444	58				1954-07-28				3913
9445	23			1954-07-29		1954-11-02	Election		3913
9446	57				1955-01-06				3914
9447	93					1955-01-06	Service		3914
9448	20								3914
9449	55			1955-02-05	1955-04-19				3914
9450	97				1955-04-18				3914
9451	34			1955-04-18	1955-04-18				3914
9452	9				1955-05-20				3914
9454	9				1958-03-25				3910
9455	93				1952-01-31				3910
9456	93				1951-08-16	1951-08-16	Service		3909
9457	22	Ordinance recorded on page 283 declared null and void		1951-10-23	1951-10-23				3909
9458	93				1950-09-02	1950-09-02	Service		3907
9459	57				1946-04-30				3896
9460	95				1946-04-30				3896
9461	95				1931-11-04				3894
9462	27			1887-06-06		1887-06-21	First Election		3593
9463	27			1894-03-05		1894-04-10	First Election		3626
9464	34			1870-01-05					1207
9465	34			1872-09-04					3566
9466	34			1850-10-10					3739
9467	34			1840-01-01					3738
9468	34			1853-12-10					3545
9469	34			1822-12-31					3733
9470	34			1893-12-04					3618
9471	34			1858-09-09					3557
9472	34			1877-07-10					3576
9473	34			1884-06-02					3588
9474	34			1857-07-07					3552
9475	34			1878-02-12					3577
9476	34			1866-06-04					3563
9477	82			1828-01-03					3736
9478	34			1858-07-17					3555
9479	34			1879-09-01					3580
9480	34			1854-12-09					3546
9481	34			1878-03-04					3573
9482	34			1879-09-01					3579
9483	34			1833-04-02					3737
9484	34			1876-01-04					3571
9485	26			1810-03-~01					3730
9486	34			1825-01-06					3735
9487	58				1830-07-08				3542
9488	34			1838-07-06					3543
9489	27			1869-10-07		1869-10-30	First Election		1206
9490	27			1906-06-07		1906-07-06	First Election		3663
9491	27			1893-06-09		1893-07-22	First Election		3622
9492	27			1891-03-09		1891-04-24	First Election		3607
9493	27			1868-09-10		1868-09-26	First Election		3565
9494	27			1896-06-01		1896-07-18	First Election		3634
9495	35			1894-04-16					3627
9496	27			1882-08-08		1882-09-26	First Election		3583
9497	27			1870-07-04					1208
9498	27			1892-06-13		1892-06-28	First Election		3616
9499	27			1876-12-05		1877-01-20	First Election		3575
9500	27			1892-09-06		1892-09-29	First Election		3617
9501	27			1893-12-13	1893-12-13	1894-02-20	First Election		3624
9502	27			1887-08-03		1887-09-27	First Election		3594
9503	27			1898-11-16		1898-12-13	First Election		3640
9504	27			1906-06-11		1906-07-17	First Election		3664
9505	27			1894-03-12	1894-03-12	1894-04-21	First Election		3628
9506	27			1894-12-17		1895-02-19	First Election		3631
9507	27			1890-10-07		1891-02-17	First Election		3611
9508	27			1893-09-04		1893-09-30	First Election		3623
9509	27			1890-10-08		1891-02-17	First Election		3610
9510	58				1858-07-16				3558
9511	27			1883-06-11		1883-07-07	First Election		3585
9512	58								3564
9513	53			1868-03-02					3564
9514	8			1868-03-~01					3564
9515	27			1868-06-01					3564
9516	53			1868-06-01					3565
9517	8				1868-06-03				3565
9518	58			1882-03-06					3583
9519	8			1882-03-08					3583
9520	58				1883-03-07				3585
9521	53			1883-03-07					3585
9522	58	from territory in Dean and Gallitzin Townships							3593
9523	8			1887-03-09					3593
9524	58	territory from Elder and Susquehanna Twp.							3606
9525	53			1889-09-02					3606
9526	27			1889-12-04		1890-02-18	First Election		3606
9527	58								3575
9528	53			1876-09-04					3575
9529	58								3567
9530	53			1873-09-02					3567
9531	8			1873-09-02					3567
9532	27			1873-12-02		1873-12-16	First Election		3567
9533	58	from territory in Upper Yoder and Lower Yoder Twps.		1892-03-03					3616
9534	53			1892-03-07					3616
9535	8			1892-03-10					3616
9536	58	from territory in Croyle Twp.							3617
9537	53			1892-06-06					3617
9538	8			1892-06-09					3617
9539	58	from territory in Stonycreek Twp.		1889-11-29					3607
9540	53			1890-12-01					3607
9541	8			1890-12-01	1890-12-01				3607
9542	97	amending description			1891-03-09				3607
9543	58	from territory in Lower Yoder Twp.		1890-05-31					3610
9544	8			1890-06-05					3610
9545	58			1890-03-03					3611
9546	58			1869-07-06					1206
9547	8			1869-07-~01					1206
9548	58								3623
9549	53			1893-06-05					3623
9550	58	from territory in Susquehanna Twp.		1893-09-02					3624
9551	53			1893-09-04					3624
9552	8			1893-09-04	1893-09-04				3624
9553	58	from Upper Yoder Twp.		1893-12-04					3628
9554	53			1893-12-04					3628
9555	8			1893-12-08					3628
9556	58				1893-12-04				3626
9557	8			1893-12-08					3626
9558	58			1896-02-29					3634
9559	52			1896-03-02					3634
9560	58			1894-09-01					3631
9561	53			1894-09-03					3631
9562	8			1894-09-06					3631
9563	58			1893-04-29					3622
9564	53			1893-06-05					3622
9565	8			1893-06-~01					3622
9566	58			1905-12-02					3663
9567	52			1905-12-05					3663
9568	58			1905-12-12					3664
9569	52			1905-12-13					3664
9570	65	description		1906-06-~01					3664
9571	49	leave granted to amend description		1906-06-09					3664
9572	58			1907-07-31					3673
9573	52			1907-09-02					3673
9574	27			1908-06-10		1908-07-21	First Election		3673
9575	58			1908-05-29					3677
9576	52			1908-06-03					3677
9577	27			1908-09-23		1908-10-27	First Election		3677
9578	58			1913-02-15					3692
9579	52			1913-03-17					3692
9580	27			1913-06-02		1913-06-21	First Election		3692
9581	58			1915-09-18				amended?	3697
9582	27			1915-11-04		1916-01-04	First Election		3697
9583	27			1919-06-02					3702
9584	27			1918-09-02					3701
9585	58								3497
9586	53			1944-12-04					3497
9587	8			1944-12-05					3497
9588	35			1944-12-07					3497
9589	58			1942-03-24					3494
9590	53			1942-06-01					3494
9591	8			1942-06-05					3494
9592	35			1942-06-05					3494
9593	58			1948-04-01					3503
9594	35			1948-05-03					3503
9595	58			1948-05-21					3504
9596	35			1948-06-07					3504
9597	58			1946-10-24					3501
9598	53			1946-11-25					3501
9599	8			1946-12-03					3501
9600	35			1946-12-03					3501
9601	58			1948-11-27					3507
